Gene names,ORF,genotype,nutrient,samplingTime,replicate,intensity,normalized_intensity
UTP18,UTP18,spike-in,P,T30,R1,15191001,9635917.737
UTP18,UTP18,rim15KO,P,T30,R1,1,1.471537235
UTP18,UTP18,WT,P,T30,R1,1,2.004207015
UTP18,UTP18,spike-in,P,T30,R3,7016001,5099137.536
UTP18,UTP18,rim15KO,P,T30,R3,1,2.345834103
UTP18,UTP18,WT,P,T30,R3,1,1.93674488
UTP18,UTP18,spike-in,P,T00,R1,853110001,341509311.9
UTP18,UTP18,rim15KO,P,T00,R1,758330001,345552659.2
UTP18,UTP18,WT,P,T00,R1,904530001,324497762.5
UTP18,UTP18,spike-in,P,T00,R3,2232100001,585341602.7
UTP18,UTP18,rim15KO,P,T00,R3,2041100001,624087512.4
UTP18,UTP18,WT,P,T00,R3,2392500001,532198495.7
UTP20,UTP20,spike-in,C,T00,R1,57550001,23037898.06
UTP20,UTP20,rim15KO,C,T00,R1,52963001,24133959.9
UTP20,UTP20,WT,C,T00,R1,50763001,18211093.3
UTP20,UTP20,spike-in,C,T00,R3,123310001,32336577.02
UTP20,UTP20,rim15KO,C,T00,R3,98767001,30199035.78
UTP20,UTP20,WT,C,T00,R3,179970001,40033339.09
UTP20,UTP20,spike-in,C,T06,R1,30563001,27814303.49
UTP20,UTP20,rim15KO,C,T06,R1,12350001,13644346.32
UTP20,UTP20,WT,C,T06,R1,10939001,14822276.97
UTP20,UTP20,spike-in,C,T06,R3,84767001,52717599.92
UTP20,UTP20,rim15KO,C,T06,R3,27335001,24241080.64
UTP20,UTP20,WT,C,T06,R3,27614001,22839807.53
UTP20,UTP20,spike-in,C,T16,R1,9536901,8079828.122
UTP20,UTP20,rim15KO,C,T16,R1,1,1.601642131
UTP20,UTP20,WT,C,T16,R1,1,2.150905836
UTP20,UTP20,spike-in,C,T16,R3,54143001,34572857.99
UTP20,UTP20,rim15KO,C,T16,R3,4848701,6318771.392
UTP20,UTP20,WT,C,T16,R3,5553301,7290020.85
UTP20,UTP20,spike-in,C,T30,R1,13977001,12724561.18
UTP20,UTP20,rim15KO,C,T30,R1,3656101,6369531.571
UTP20,UTP20,WT,C,T30,R1,2494201,6377234.691
UTP20,UTP20,spike-in,C,T30,R3,43053001,36064232.71
UTP20,UTP20,rim15KO,C,T30,R3,2827701,5652167.054
UTP20,UTP20,WT,C,T30,R3,2464701,4255540.78
UTP20,UTP20,spike-in,P,T06,R1,16765001,13549296.83
UTP20,UTP20,rim15KO,P,T06,R1,1,0.842465147
UTP20,UTP20,WT,P,T06,R1,1,1.012070164
UTP20,UTP20,spike-in,P,T06,R3,5157701,4967360.261
UTP20,UTP20,rim15KO,P,T06,R3,1,1.110629568
UTP20,UTP20,WT,P,T06,R3,1,1.020266395
UTP20,UTP20,spike-in,P,T16,R1,4794201,3349027.285
UTP20,UTP20,rim15KO,P,T16,R1,1,1.32951888
UTP20,UTP20,WT,P,T16,R1,1,1.59719397
UTP20,UTP20,spike-in,P,T16,R3,7369901,4305450.163
UTP20,UTP20,rim15KO,P,T16,R3,1,1.342869817
UTP20,UTP20,WT,P,T16,R3,1,1.16826468
UTP20,UTP20,spike-in,P,T30,R1,7759201,4921796.96
UTP20,UTP20,rim15KO,P,T30,R1,1,1.471537235
UTP20,UTP20,WT,P,T30,R1,1,2.004207015
UTP20,UTP20,spike-in,P,T30,R3,7840401,5698300.647
UTP20,UTP20,rim15KO,P,T30,R3,1,2.345834103
UTP20,UTP20,WT,P,T30,R3,1,1.93674488
UTP20,UTP20,spike-in,P,T00,R1,57550001,23037898.06
UTP20,UTP20,rim15KO,P,T00,R1,52963001,24133959.9
UTP20,UTP20,WT,P,T00,R1,50763001,18211093.3
UTP20,UTP20,spike-in,P,T00,R3,123310001,32336577.02
UTP20,UTP20,rim15KO,P,T00,R3,98767001,30199035.78
UTP20,UTP20,WT,P,T00,R3,179970001,40033339.09
UTP21,UTP21,spike-in,C,T00,R1,16699001,6684793.677
UTP21,UTP21,rim15KO,C,T00,R1,21341001,9724578.528
UTP21,UTP21,WT,C,T00,R1,29437001,10560446.8
UTP21,UTP21,spike-in,C,T00,R3,34429001,9028594.872
UTP21,UTP21,rim15KO,C,T00,R3,25194001,7703327.325
UTP21,UTP21,WT,C,T00,R3,59797001,13301514.72
UTP21,UTP21,spike-in,C,T06,R1,13046001,11872702.92
UTP21,UTP21,rim15KO,C,T06,R1,5678201,6273306.45
UTP21,UTP21,WT,C,T06,R1,10506001,14235564.71
UTP21,UTP21,spike-in,C,T06,R3,20979001,13047088.71
UTP21,UTP21,rim15KO,C,T06,R3,12655001,11222640.88
UTP21,UTP21,WT,C,T06,R3,16300001,13481888.61
UTP21,UTP21,spike-in,C,T16,R1,17033001,14430654.2
UTP21,UTP21,rim15KO,C,T16,R1,9704901,15543778.32
UTP21,UTP21,WT,C,T16,R1,7386601,15887883.2
UTP21,UTP21,spike-in,C,T16,R3,39486001,25213672.68
UTP21,UTP21,rim15KO,C,T16,R3,29438001,38363264.42
UTP21,UTP21,WT,C,T16,R3,20610001,27055500.33
UTP21,UTP21,spike-in,C,T30,R1,8022801,7303900.327
UTP21,UTP21,rim15KO,C,T30,R1,2569501,4476494.971
UTP21,UTP21,WT,C,T30,R1,2545801,6509166.844
UTP21,UTP21,spike-in,C,T30,R3,7213401,6042453.866
UTP21,UTP21,rim15KO,C,T30,R3,2063201,4124041.657
UTP21,UTP21,WT,C,T30,R3,2872801,4960164.259
UTP21,UTP21,spike-in,P,T06,R1,8345101,6744422.532
UTP21,UTP21,rim15KO,P,T06,R1,5544401,4670964.603
UTP21,UTP21,WT,P,T06,R1,4283701,4335405.975
UTP21,UTP21,spike-in,P,T06,R3,10255001,9876548.571
UTP21,UTP21,rim15KO,P,T06,R3,4841201,5376780.973
UTP21,UTP21,WT,P,T06,R3,4992501,5093680.996
UTP21,UTP21,spike-in,P,T16,R1,7625501,5326854.446
UTP21,UTP21,rim15KO,P,T16,R1,2972401,3951863.249
UTP21,UTP21,WT,P,T16,R1,1648301,2632656.418
UTP21,UTP21,spike-in,P,T16,R3,28526001,16664711.73
UTP21,UTP21,rim15KO,P,T16,R3,9329301,12528036.73
UTP21,UTP21,WT,P,T16,R3,12272001,14336945.32
UTP21,UTP21,spike-in,P,T30,R1,18036001,11440551.02
UTP21,UTP21,rim15KO,P,T30,R1,11237001,16535665.38
UTP21,UTP21,WT,P,T30,R1,3911901,7840259.427
UTP21,UTP21,spike-in,P,T30,R3,28703001,20860964.79
UTP21,UTP21,rim15KO,P,T30,R3,9723901,22810658.58
UTP21,UTP21,WT,P,T30,R3,7928001,15354515.34
UTP21,UTP21,spike-in,P,T00,R1,16699001,6684793.677
UTP21,UTP21,rim15KO,P,T00,R1,21341001,9724578.528
UTP21,UTP21,WT,P,T00,R1,29437001,10560446.8
UTP21,UTP21,spike-in,P,T00,R3,34429001,9028594.872
UTP21,UTP21,rim15KO,P,T00,R3,25194001,7703327.325
UTP21,UTP21,WT,P,T00,R3,59797001,13301514.72
UTP22,UTP22,spike-in,C,T00,R1,165220001,66139382.71
UTP22,UTP22,rim15KO,C,T00,R1,163620001,74557681.17
UTP22,UTP22,WT,C,T00,R1,179820001,64509953.14
UTP22,UTP22,spike-in,C,T00,R3,270810001,71016692.77
UTP22,UTP22,rim15KO,C,T00,R3,248630001,76021203.64
UTP22,UTP22,WT,C,T00,R3,350810001,78035759.55
UTP22,UTP22,spike-in,C,T06,R1,81951001,74580700.15
UTP22,UTP22,rim15KO,C,T06,R1,47575001,52561112.34
UTP22,UTP22,WT,C,T06,R1,40469001,54835239.66
UTP22,UTP22,spike-in,C,T06,R3,221260001,137604210.1
UTP22,UTP22,rim15KO,C,T06,R3,75406001,66871149.96
UTP22,UTP22,WT,C,T06,R3,98427001,81409925.28
UTP22,UTP22,spike-in,C,T16,R1,68931001,58399540.94
UTP22,UTP22,rim15KO,C,T16,R1,29864001,47831442.21
UTP22,UTP22,WT,C,T16,R1,36021001,77477781.28
UTP22,UTP22,spike-in,C,T16,R3,172370001,110066369.7
UTP22,UTP22,rim15KO,C,T16,R3,27130001,35355505.36
UTP22,UTP22,WT,C,T16,R3,37097001,48698586.8
UTP22,UTP22,spike-in,C,T30,R1,93104001,84761212.87
UTP22,UTP22,rim15KO,C,T30,R1,38500001,67073358.16
UTP22,UTP22,WT,C,T30,R1,32109001,82097086.43
UTP22,UTP22,spike-in,C,T30,R3,84610001,70875309.39
UTP22,UTP22,rim15KO,C,T30,R3,32177001,64317190.87
UTP22,UTP22,WT,C,T30,R3,41252001,71225504.64
UTP22,UTP22,spike-in,P,T06,R1,119420001,96513984.13
UTP22,UTP22,rim15KO,P,T06,R1,62374001,52547921.92
UTP22,UTP22,WT,P,T06,R1,52975001,53614417.96
UTP22,UTP22,spike-in,P,T06,R3,97809001,94199439.78
UTP22,UTP22,rim15KO,P,T06,R3,30563001,33944172.58
UTP22,UTP22,WT,P,T06,R3,49887001,50898030.65
UTP22,UTP22,spike-in,P,T16,R1,114740001,80152541.38
UTP22,UTP22,rim15KO,P,T16,R1,8113401,10786919.81
UTP22,UTP22,WT,P,T16,R1,7489101,11961546.96
UTP22,UTP22,spike-in,P,T16,R3,131800001,76996737.92
UTP22,UTP22,rim15KO,P,T16,R3,12278001,16487756.96
UTP22,UTP22,WT,P,T16,R3,17423001,20354676.68
UTP22,UTP22,spike-in,P,T30,R1,138560001,87891033.07
UTP22,UTP22,rim15KO,P,T30,R1,25787001,37946532.16
UTP22,UTP22,WT,P,T30,R1,30376001,60879794.3
UTP22,UTP22,spike-in,P,T30,R3,116430001,84619798.15
UTP22,UTP22,rim15KO,P,T30,R3,6337801,14867429.73
UTP22,UTP22,WT,P,T30,R3,16879001,32690318.76
UTP22,UTP22,spike-in,P,T00,R1,165220001,66139382.71
UTP22,UTP22,rim15KO,P,T00,R1,163620001,74557681.17
UTP22,UTP22,WT,P,T00,R1,179820001,64509953.14
UTP22,UTP22,spike-in,P,T00,R3,270810001,71016692.77
UTP22,UTP22,rim15KO,P,T00,R3,248630001,76021203.64
UTP22,UTP22,WT,P,T00,R3,350810001,78035759.55
UTP25,UTP25,spike-in,C,T00,R1,38623001,15461211.89
UTP25,UTP25,rim15KO,C,T00,R1,43267001,19715726.97
UTP25,UTP25,WT,C,T00,R1,50326001,18054320.7
UTP25,UTP25,spike-in,C,T00,R3,55330001,14509632.83
UTP25,UTP25,rim15KO,C,T00,R3,31280001,9564184.999
UTP25,UTP25,WT,C,T00,R3,65626001,14598143.78
UTP25,UTP25,spike-in,C,T06,R1,14380001,13086729.02
UTP25,UTP25,rim15KO,C,T06,R1,14590001,16119110.15
UTP25,UTP25,WT,C,T06,R1,11557001,15659663.05
UTP25,UTP25,spike-in,C,T06,R3,28853001,17944022.38
UTP25,UTP25,rim15KO,C,T06,R3,17979001,15944042.33
UTP25,UTP25,WT,C,T06,R3,18693001,15461162.07
UTP25,UTP25,spike-in,C,T16,R1,22845001,19354681.52
UTP25,UTP25,rim15KO,C,T16,R1,14165001,22687262.39
UTP25,UTP25,WT,C,T16,R1,10464001,22507080.82
UTP25,UTP25,spike-in,C,T16,R3,17639001,11263333.5
UTP25,UTP25,rim15KO,C,T16,R3,7256301,9456328.029
UTP25,UTP25,WT,C,T16,R3,8542401,11213921.49
UTP25,UTP25,spike-in,C,T30,R1,26194001,23846830.11
UTP25,UTP25,rim15KO,C,T30,R1,12791001,22284035.56
UTP25,UTP25,WT,C,T30,R1,8785901,22464008.57
UTP25,UTP25,spike-in,C,T30,R3,7088401,5937745.042
UTP25,UTP25,rim15KO,C,T30,R3,5826301,11645936.6
UTP25,UTP25,WT,C,T30,R3,4236001,7313858.76
UTP25,UTP25,spike-in,P,T06,R1,18950001,15315190.76
UTP25,UTP25,rim15KO,P,T06,R1,12156001,10241007.17
UTP25,UTP25,WT,P,T06,R1,12225001,12372558.77
UTP25,UTP25,spike-in,P,T06,R3,17437001,16793502.73
UTP25,UTP25,rim15KO,P,T06,R3,13244001,14709179.1
UTP25,UTP25,WT,P,T06,R3,19218001,19607480.59
UTP25,UTP25,spike-in,P,T16,R1,19656001,13730856.02
UTP25,UTP25,rim15KO,P,T16,R1,3995901,5312625.823
UTP25,UTP25,WT,P,T16,R1,4802401,7670365.918
UTP25,UTP25,spike-in,P,T16,R3,27285001,15939727.28
UTP25,UTP25,rim15KO,P,T16,R3,4603701,6182171.119
UTP25,UTP25,WT,P,T16,R3,7321801,8553801.5
UTP25,UTP25,spike-in,P,T30,R1,11269001,7148124.512
UTP25,UTP25,rim15KO,P,T30,R1,5631201,8286521.951
UTP25,UTP25,WT,P,T30,R1,5620601,11264847.95
UTP25,UTP25,spike-in,P,T30,R3,13733001,9980965.066
UTP25,UTP25,rim15KO,P,T30,R3,1,2.345834103
UTP25,UTP25,WT,P,T30,R3,5273901,10214200.76
UTP25,UTP25,spike-in,P,T00,R1,38623001,15461211.89
UTP25,UTP25,rim15KO,P,T00,R1,43267001,19715726.97
UTP25,UTP25,WT,P,T00,R1,50326001,18054320.7
UTP25,UTP25,spike-in,P,T00,R3,55330001,14509632.83
UTP25,UTP25,rim15KO,P,T00,R3,31280001,9564184.999
UTP25,UTP25,WT,P,T00,R3,65626001,14598143.78
UTP4,UTP4,spike-in,C,T00,R1,114300001,45755546.93
UTP4,UTP4,rim15KO,C,T00,R1,84997001,38731079.71
UTP4,UTP4,WT,C,T00,R1,101080001,36262184.91
UTP4,UTP4,spike-in,C,T00,R3,189890001,49796387.91
UTP4,UTP4,rim15KO,C,T00,R3,141310001,43206999.63
UTP4,UTP4,WT,C,T00,R3,213950001,47592003.61
UTP4,UTP4,spike-in,C,T06,R1,51709001,47058528.29
UTP4,UTP4,rim15KO,C,T06,R1,33343001,36837523.58
UTP4,UTP4,WT,C,T06,R1,29591001,40095618.66
UTP4,UTP4,spike-in,C,T06,R3,56683001,35251828.35
UTP4,UTP4,rim15KO,C,T06,R3,32453001,28779798.26
UTP4,UTP4,WT,C,T06,R3,13319001,11016274.65
UTP4,UTP4,spike-in,C,T16,R1,58335001,49422425.75
UTP4,UTP4,rim15KO,C,T16,R1,28777001,46090457.22
UTP4,UTP4,WT,C,T16,R1,24713001,53155338.09
UTP4,UTP4,spike-in,C,T16,R3,61736001,39421346.36
UTP4,UTP4,rim15KO,C,T16,R3,25100001,32710032.7
UTP4,UTP4,WT,C,T16,R3,14735001,19343173.46
UTP4,UTP4,spike-in,C,T30,R1,58150001,52939342.67
UTP4,UTP4,rim15KO,C,T30,R1,25815001,44973993.85
UTP4,UTP4,WT,C,T30,R1,19503001,49865754.42
UTP4,UTP4,spike-in,C,T30,R3,44869001,37585442.5
UTP4,UTP4,rim15KO,C,T30,R3,20890001,41756103.42
UTP4,UTP4,WT,C,T30,R3,19792001,34172772.83
UTP4,UTP4,spike-in,P,T06,R1,77257001,62438292.63
UTP4,UTP4,rim15KO,P,T06,R1,42586001,35877221.59
UTP4,UTP4,WT,P,T06,R1,27063001,27389655.87
UTP4,UTP4,spike-in,P,T06,R3,44770001,43117800.71
UTP4,UTP4,rim15KO,P,T06,R3,30678001,34071894.98
UTP4,UTP4,WT,P,T06,R3,39721001,40526002.48
UTP4,UTP4,spike-in,P,T16,R1,60185001,42042711.71
UTP4,UTP4,rim15KO,P,T16,R1,18235001,24243778.11
UTP4,UTP4,WT,P,T16,R1,16697001,26668349.31
UTP4,UTP4,spike-in,P,T16,R3,43381001,25342910.01
UTP4,UTP4,rim15KO,P,T16,R3,38941001,52292694.88
UTP4,UTP4,WT,P,T16,R3,19873001,23216925.15
UTP4,UTP4,spike-in,P,T30,R1,73239001,46456779.82
UTP4,UTP4,rim15KO,P,T30,R1,24960001,36729570.86
UTP4,UTP4,WT,P,T30,R1,15996001,32059297.42
UTP4,UTP4,spike-in,P,T30,R3,38517001,27993651.31
UTP4,UTP4,rim15KO,P,T30,R3,17189001,40322544.75
UTP4,UTP4,WT,P,T30,R3,20981001,40634846.26
UTP4,UTP4,spike-in,P,T00,R1,114300001,45755546.93
UTP4,UTP4,rim15KO,P,T00,R1,84997001,38731079.71
UTP4,UTP4,WT,P,T00,R1,101080001,36262184.91
UTP4,UTP4,spike-in,P,T00,R3,189890001,49796387.91
UTP4,UTP4,rim15KO,P,T00,R3,141310001,43206999.63
UTP4,UTP4,WT,P,T00,R3,213950001,47592003.61
UTP5,UTP5,spike-in,C,T00,R1,38133001,15265059.51
UTP5,UTP5,rim15KO,C,T00,R1,31542001,14372927.76
UTP5,UTP5,WT,C,T00,R1,32934001,11814986.37
UTP5,UTP5,spike-in,C,T00,R3,58927001,15452903.18
UTP5,UTP5,rim15KO,C,T00,R3,46118001,14101057.52
UTP5,UTP5,WT,C,T00,R3,64989001,14456446.63
UTP5,UTP5,spike-in,C,T06,R1,17010001,15480198.76
UTP5,UTP5,rim15KO,C,T06,R1,10571001,11678897.73
UTP5,UTP5,WT,C,T06,R1,10000001,13549937.92
UTP5,UTP5,spike-in,C,T06,R3,8612701,5356340.56
UTP5,UTP5,rim15KO,C,T06,R3,1,0.886814697
UTP5,UTP5,WT,C,T06,R3,13853001,11457951.22
UTP5,UTP5,spike-in,C,T16,R1,23970001,20307801.05
UTP5,UTP5,rim15KO,C,T16,R1,9656701,15466579.17
UTP5,UTP5,WT,C,T16,R1,8405901,18080301.52
UTP5,UTP5,spike-in,C,T16,R3,25947001,16568383.07
UTP5,UTP5,rim15KO,C,T16,R3,10369001,13512762.88
UTP5,UTP5,WT,C,T16,R3,10512001,13799487.27
UTP5,UTP5,spike-in,C,T30,R1,21256001,19351310.43
UTP5,UTP5,rim15KO,C,T30,R1,7854201,13683314.89
UTP5,UTP5,WT,C,T30,R1,5392201,13786912.63
UTP5,UTP5,spike-in,C,T30,R3,21750001,18219336.15
UTP5,UTP5,rim15KO,C,T30,R3,8186101,16362836.94
UTP5,UTP5,WT,C,T30,R3,8714201,15045897.14
UTP5,UTP5,spike-in,P,T06,R1,8524201,6889169.261
UTP5,UTP5,rim15KO,P,T06,R1,1,0.842465147
UTP5,UTP5,WT,P,T06,R1,1,1.012070164
UTP5,UTP5,spike-in,P,T06,R3,1,0.963095817
UTP5,UTP5,rim15KO,P,T06,R3,1,1.110629568
UTP5,UTP5,WT,P,T06,R3,1,1.020266395
UTP5,UTP5,spike-in,P,T16,R1,7618801,5322174.108
UTP5,UTP5,rim15KO,P,T16,R1,1,1.32951888
UTP5,UTP5,WT,P,T16,R1,1,1.59719397
UTP5,UTP5,spike-in,P,T16,R3,1,0.584193758
UTP5,UTP5,rim15KO,P,T16,R3,1,1.342869817
UTP5,UTP5,WT,P,T16,R3,1,1.16826468
UTP5,UTP5,spike-in,P,T30,R1,7208601,4572541.746
UTP5,UTP5,rim15KO,P,T30,R1,1,1.471537235
UTP5,UTP5,WT,P,T30,R1,1,2.004207015
UTP5,UTP5,spike-in,P,T30,R3,1,0.726786888
UTP5,UTP5,rim15KO,P,T30,R3,1,2.345834103
UTP5,UTP5,WT,P,T30,R3,1,1.93674488
UTP5,UTP5,spike-in,P,T00,R1,38133001,15265059.51
UTP5,UTP5,rim15KO,P,T00,R1,31542001,14372927.76
UTP5,UTP5,WT,P,T00,R1,32934001,11814986.37
UTP5,UTP5,spike-in,P,T00,R3,58927001,15452903.18
UTP5,UTP5,rim15KO,P,T00,R3,46118001,14101057.52
UTP5,UTP5,WT,P,T00,R3,64989001,14456446.63
UTP8,UTP8,spike-in,C,T00,R1,117930001,47208675.84
UTP8,UTP8,rim15KO,C,T00,R1,145850001,66460321.52
UTP8,UTP8,WT,C,T00,R1,129180001,46342986.12
UTP8,UTP8,spike-in,C,T00,R3,208340001,54634680.36
UTP8,UTP8,rim15KO,C,T00,R3,137440001,42023706.96
UTP8,UTP8,WT,C,T00,R3,214680001,47754388.1
UTP8,UTP8,spike-in,C,T06,R1,43661001,39734328.86
UTP8,UTP8,rim15KO,C,T06,R1,27078001,29915918.5
UTP8,UTP8,WT,C,T06,R1,12596001,17067501.46
UTP8,UTP8,spike-in,C,T06,R3,43780001,27227300.13
UTP8,UTP8,rim15KO,C,T06,R3,1490901,1322152.919
UTP8,UTP8,WT,C,T06,R3,16527001,13669642.51
UTP8,UTP8,spike-in,C,T16,R1,35932001,30442215.16
UTP8,UTP8,rim15KO,C,T16,R1,9960401,15952997.89
UTP8,UTP8,WT,C,T16,R1,1584201,3407467.177
UTP8,UTP8,spike-in,C,T16,R3,74244001,47408293.89
UTP8,UTP8,rim15KO,C,T16,R3,38012001,49536802.63
UTP8,UTP8,WT,C,T16,R3,36591001,48034342.14
UTP8,UTP8,spike-in,C,T30,R1,65043001,59214680.3
UTP8,UTP8,rim15KO,C,T30,R1,11493001,20022705.26
UTP8,UTP8,WT,C,T30,R1,3308801,8460024.081
UTP8,UTP8,spike-in,C,T30,R3,34006001,28485826.89
UTP8,UTP8,rim15KO,C,T30,R3,1,1.99885598
UTP8,UTP8,WT,C,T30,R3,1,1.726595145
UTP8,UTP8,spike-in,P,T06,R1,51071001,41275043.87
UTP8,UTP8,rim15KO,P,T06,R1,31758001,26755008.98
UTP8,UTP8,WT,P,T06,R1,13571001,13734805.21
UTP8,UTP8,spike-in,P,T06,R3,21579001,20782645.61
UTP8,UTP8,rim15KO,P,T06,R3,5853301,6500849.158
UTP8,UTP8,WT,P,T06,R3,8840801,9019972.162
UTP8,UTP8,spike-in,P,T16,R1,38225001,26702378.84
UTP8,UTP8,rim15KO,P,T16,R1,1,1.32951888
UTP8,UTP8,WT,P,T16,R1,1,1.59719397
UTP8,UTP8,spike-in,P,T16,R3,60761001,35496197.53
UTP8,UTP8,rim15KO,P,T16,R3,7231101,9710427.276
UTP8,UTP8,WT,P,T16,R3,14421001,16847546.11
UTP8,UTP8,spike-in,P,T30,R1,34522001,21897909.28
UTP8,UTP8,rim15KO,P,T30,R1,9034301,13294310.32
UTP8,UTP8,WT,P,T30,R1,1444101,2894277.355
UTP8,UTP8,spike-in,P,T30,R3,84054001,61089345.85
UTP8,UTP8,rim15KO,P,T30,R3,8266501,19391839.96
UTP8,UTP8,WT,P,T30,R3,18148001,35148048.01
UTP8,UTP8,spike-in,P,T00,R1,117930001,47208675.84
UTP8,UTP8,rim15KO,P,T00,R1,145850001,66460321.52
UTP8,UTP8,WT,P,T00,R1,129180001,46342986.12
UTP8,UTP8,spike-in,P,T00,R3,208340001,54634680.36
UTP8,UTP8,rim15KO,P,T00,R3,137440001,42023706.96
UTP8,UTP8,WT,P,T00,R3,214680001,47754388.1
UTP9,UTP9,spike-in,C,T00,R1,2542900001,1017950825
UTP9,UTP9,rim15KO,C,T00,R1,2136800001,973688132.4
UTP9,UTP9,WT,C,T00,R1,2564200001,919900016.5
UTP9,UTP9,spike-in,C,T00,R3,4798500001,1258349393
UTP9,UTP9,rim15KO,C,T00,R3,3159100001,965927617.4
UTP9,UTP9,WT,C,T00,R3,4507500001,1002668639
UTP9,UTP9,spike-in,C,T06,R1,1612900001,1467843100
UTP9,UTP9,rim15KO,C,T06,R1,970120001,1071793700
UTP9,UTP9,WT,C,T06,R1,1090600001,1477756084
UTP9,UTP9,spike-in,C,T06,R3,2476100001,1539915860
UTP9,UTP9,rim15KO,C,T06,R3,1795500001,1592275790
UTP9,UTP9,WT,C,T06,R3,1783700001,1475315537
UTP9,UTP9,spike-in,C,T16,R1,1448600001,1227279074
UTP9,UTP9,rim15KO,C,T16,R1,807440001,1293229924
UTP9,UTP9,WT,C,T16,R1,752510001,1618578153
UTP9,UTP9,spike-in,C,T16,R3,1780000001,1136613895
UTP9,UTP9,rim15KO,C,T16,R3,987900001,1287419922
UTP9,UTP9,WT,C,T16,R3,1046300001,1373516188
UTP9,UTP9,spike-in,C,T30,R1,1413400001,1286749195
UTP9,UTP9,rim15KO,C,T30,R1,781260001,1361083909
UTP9,UTP9,WT,C,T30,R1,706030001,1805194936
UTP9,UTP9,spike-in,C,T30,R3,2037600001,1706837593
UTP9,UTP9,rim15KO,C,T30,R3,1036500001,2071814225
UTP9,UTP9,WT,C,T30,R3,1268300001,2189840624
UTP9,UTP9,spike-in,P,T06,R1,1526700001,1233862824
UTP9,UTP9,rim15KO,P,T06,R1,2401900001,2023517037
UTP9,UTP9,WT,P,T06,R1,1825500001,1847534086
UTP9,UTP9,spike-in,P,T06,R3,1150800001,1108330668
UTP9,UTP9,rim15KO,P,T06,R3,1705600001,1894289791
UTP9,UTP9,WT,P,T06,R3,1532100001,1563150144
UTP9,UTP9,spike-in,P,T16,R1,2862900001,1999901593
UTP9,UTP9,rim15KO,P,T16,R1,1737000001,2309374296
UTP9,UTP9,WT,P,T16,R1,1933800001,3088653701
UTP9,UTP9,spike-in,P,T16,R3,1814000001,1059727478
UTP9,UTP9,rim15KO,P,T16,R3,1891900001,2540575408
UTP9,UTP9,WT,P,T16,R3,1717200001,2006144109
UTP9,UTP9,spike-in,P,T30,R1,3453400001,2190552046
UTP9,UTP9,rim15KO,P,T30,R1,2366400001,3482245715
UTP9,UTP9,WT,P,T30,R1,2157700001,4324477479
UTP9,UTP9,spike-in,P,T30,R3,1918100001,1394049932
UTP9,UTP9,rim15KO,P,T30,R3,1190900001,2793653836
UTP9,UTP9,WT,P,T30,R3,1348600001,2611894147
UTP9,UTP9,spike-in,P,T00,R1,2542900001,1017950825
UTP9,UTP9,rim15KO,P,T00,R1,2136800001,973688132.4
UTP9,UTP9,WT,P,T00,R1,2564200001,919900016.5
UTP9,UTP9,spike-in,P,T00,R3,4798500001,1258349393
UTP9,UTP9,rim15KO,P,T00,R3,3159100001,965927617.4
UTP9,UTP9,WT,P,T00,R3,4507500001,1002668639
UTR2,CRH2,spike-in,C,T00,R1,40322001,16141340.27
UTR2,CRH2,rim15KO,C,T00,R1,30803001,14036183.31
UTR2,CRH2,WT,C,T00,R1,16731001,6002202.672
UTR2,CRH2,spike-in,C,T00,R3,107910001,28298110.7
UTR2,CRH2,rim15KO,C,T00,R3,14822001,4531980.661
UTR2,CRH2,WT,C,T00,R3,16596001,3691689.347
UTR2,CRH2,spike-in,C,T06,R1,32701001,29760021.48
UTR2,CRH2,rim15KO,C,T06,R1,3258101,3599567.19
UTR2,CRH2,WT,C,T06,R1,3505601,4750067.119
UTR2,CRH2,spike-in,C,T06,R3,32194001,20021829.78
UTR2,CRH2,rim15KO,C,T06,R3,1,0.886814697
UTR2,CRH2,WT,C,T06,R3,1,0.82710968
UTR2,CRH2,spike-in,C,T16,R1,12034001,10195414.6
UTR2,CRH2,rim15KO,C,T16,R1,1,1.601642131
UTR2,CRH2,WT,C,T16,R1,1,2.150905836
UTR2,CRH2,spike-in,C,T16,R3,1,0.638547132
UTR2,CRH2,rim15KO,C,T16,R3,1,1.303188502
UTR2,CRH2,WT,C,T16,R3,1,1.312736488
UTR2,CRH2,spike-in,C,T30,R1,1,0.910392808
UTR2,CRH2,rim15KO,C,T30,R1,1,1.742165102
UTR2,CRH2,WT,C,T30,R1,1,2.556824687
UTR2,CRH2,spike-in,C,T30,R3,42021001,35199756.67
UTR2,CRH2,rim15KO,C,T30,R3,1,1.99885598
UTR2,CRH2,WT,C,T30,R3,1,1.726595145
UTR2,CRH2,spike-in,P,T06,R1,26669001,21553605.07
UTR2,CRH2,rim15KO,P,T06,R1,15634001,13171100.95
UTR2,CRH2,WT,P,T06,R1,18064001,18282036.46
UTR2,CRH2,spike-in,P,T06,R3,38364001,36948208.91
UTR2,CRH2,rim15KO,P,T06,R3,18582001,20637719.73
UTR2,CRH2,WT,P,T06,R3,15650001,15967170.1
UTR2,CRH2,spike-in,P,T16,R1,21160001,14781487.2
UTR2,CRH2,rim15KO,P,T16,R1,13388001,17799600.1
UTR2,CRH2,WT,P,T16,R1,12234001,19540072.63
UTR2,CRH2,spike-in,P,T16,R3,40716001,23786033.64
