Protein IDs,Gene names,genotype,nutrient,samplingTime,replicate,ratio,normalized_ratio,intensity,normalized_intensity
P38620,PRS2,rim15KO,P,T00,R1,0.9193,0.99543,35545001,16196998.14
P38620,PRS2,rim15KO,P,T00,R2,0.91895,0.99792,40033001,15133346.28
P38620,PRS2,rim15KO,P,T00,R3,0.77148,0.88567,52423001,16028876.72
P38620,PRS2,rim15KO,P,T06,R1,1.1763,1.2509,22056001,18581412.12
P38620,PRS2,rim15KO,P,T06,R2,0.852,0.98374,14911001,13574564.32
P38620,PRS2,rim15KO,P,T06,R3,NaN,NaN,6662001,7399015.289
P38620,PRS2,rim15KO,P,T16,R1,0.66411,0.90873,10856001,14433258.29
P38620,PRS2,rim15KO,P,T16,R2,NaN,NaN,4516801,3117698.548
P38620,PRS2,rim15KO,P,T16,R3,NaN,NaN,5909101,7935153.378
P38620,PRS2,rim15KO,P,T30,R1,0.70989,1.0678,11118001,16360552.45
P38620,PRS2,rim15KO,P,T30,R2,NaN,NaN,1,1.164321507
P38620,PRS2,rim15KO,P,T30,R3,NaN,NaN,6250701,14663107.58
P38620,PRS2,WT,C,T00,R1,1.0389,0.96424,35688001,12802976.64
P38620,PRS2,WT,C,T00,R2,0.91895,0.99792,42883001,15917180.58
P38620,PRS2,WT,C,T00,R3,1.1775,1.0791,88669001,19723932.68
P38620,PRS2,WT,C,T06,R1,0.81715,1.2768,19976001,27067354.64
P38620,PRS2,WT,C,T06,R2,0.68726,1.0208,15335001,14596225.24
P38620,PRS2,WT,C,T06,R3,0.69211,0.9512,10208001,8443136.439
P38620,PRS2,WT,C,T16,R1,NaN,NaN,8310201,17874459.83
P38620,PRS2,WT,C,T16,R2,0.37567,0.92209,8344101,9678875.254
P38620,PRS2,WT,C,T16,R3,0.61798,1.1125,7883301,10348696.87
P38620,PRS2,WT,C,T30,R1,0.43393,1.0653,7502101,19181557.04
P38620,PRS2,WT,C,T30,R2,0.50074,1.2785,8276101,11513767.2
P38620,PRS2,WT,C,T30,R3,0.64127,1.1902,10063001,17374728.67
P38620,PRS2,WT,P,T00,R1,1.0389,0.96424,35688001,12802976.64
P38620,PRS2,WT,P,T00,R2,0.92052,0.94596,42883001,15917180.58
P38620,PRS2,WT,P,T00,R3,1.1775,1.0791,88669001,19723932.68
P38620,PRS2,WT,P,T06,R1,0.90741,1.2346,16802001,17004803.91
P38620,PRS2,WT,P,T06,R2,0.55379,1.1284,7421001,13439996.11
P38620,PRS2,WT,P,T06,R3,NaN,NaN,13014001,13277747.88
P38620,PRS2,WT,P,T16,R1,0.64827,1.1047,10147001,16206728.81
P38620,PRS2,WT,P,T16,R2,NaN,NaN,3851401,2847920.836
P38620,PRS2,WT,P,T16,R3,NaN,NaN,19001001,22198198.35
P38620,PRS2,WT,P,T30,R1,0.48224,0.97674,7443701,14918717.76
P38620,PRS2,WT,P,T30,R2,NaN,NaN,4019001,5611953.677
P38620,PRS2,WT,P,T30,R3,NaN,NaN,3338801,6466405.741
P38623,RCK2,rim15KO,C,T00,R1,0.99188,1.1049,78568001,35801539.75
P38623,RCK2,rim15KO,C,T00,R2,1.0088,1.0535,119070001,45011053.68
P38623,RCK2,rim15KO,C,T00,R3,0.92041,1.0361,147790001,45188326.9
P38623,RCK2,rim15KO,C,T06,R1,0.72559,0.96948,51555001,56958237.36
P38623,RCK2,rim15KO,C,T06,R2,1.0305,1.2457,66066001,86323466.93
P38623,RCK2,rim15KO,C,T06,R3,0.53359,0.85026,49384001,43794457.9
P38623,RCK2,rim15KO,C,T16,R1,0.25101,0.46814,21771001,34869352.44
P38623,RCK2,rim15KO,C,T16,R2,0.42486,0.80909,6981301,14966929.34
P38623,RCK2,rim15KO,C,T16,R3,0.33944,0.6699,18153001,23656782.18
P38623,RCK2,rim15KO,C,T30,R1,NaN,NaN,7753801,13508401.51
P38623,RCK2,rim15KO,C,T30,R2,NaN,NaN,1567301,3934505.671
P38623,RCK2,rim15KO,C,T30,R3,0.14726,0.34793,4518301,9031432.974
P38623,RCK2,rim15KO,P,T00,R1,0.99188,1.1049,78568001,35801539.75
P38623,RCK2,rim15KO,P,T00,R2,1.1633,1.2222,119070001,45011053.68
P38623,RCK2,rim15KO,P,T00,R3,0.92041,1.0361,147790001,45188326.9
P38623,RCK2,rim15KO,P,T06,R1,1.3709,1.3698,66606001,56113234.42
P38623,RCK2,rim15KO,P,T06,R2,1.0563,1.2211,84520001,76944679.3
P38623,RCK2,rim15KO,P,T06,R3,0.96102,1.1034,55944001,62133061.64
P38623,RCK2,rim15KO,P,T16,R1,0.44787,0.68282,21055001,27993021.35
P38623,RCK2,rim15KO,P,T16,R2,0.86706,1.153,88241001,60907894.93
P38623,RCK2,rim15KO,P,T16,R3,0.43652,0.74268,20211001,27140743.21
P38623,RCK2,rim15KO,P,T30,R1,0.31275,0.51138,17584001,25875512.22
P38623,RCK2,rim15KO,P,T30,R2,0.29703,0.54887,19812001,23067538.87
P38623,RCK2,rim15KO,P,T30,R3,0.22617,0.49606,17681001,41476695.13
P38623,RCK2,WT,C,T00,R1,1.3402,1.2356,158980001,57033657.86
P38623,RCK2,WT,C,T00,R2,1.1633,1.2222,145650001,54061919.95
P38623,RCK2,WT,C,T00,R3,1.3174,1.1582,226210001,50319173.33
P38623,RCK2,WT,C,T06,R1,0.76063,1.171,37772001,51180821.76
P38623,RCK2,WT,C,T06,R2,0.83584,1.2736,51256001,48786702.76
P38623,RCK2,WT,C,T06,R3,0.80058,1.1487,66604001,55088813.94
P38623,RCK2,WT,C,T16,R1,0.35053,0.80806,20713001,44551714.74
P38623,RCK2,WT,C,T16,R2,0.307,0.78184,20086001,23299082.55
P38623,RCK2,WT,C,T16,R3,0.31083,0.56143,23679001,31084288.61
P38623,RCK2,WT,C,T30,R1,NaN,NaN,1,2.556824687
P38623,RCK2,WT,C,T30,R2,NaN,NaN,16065001,22349737.09
P38623,RCK2,WT,C,T30,R3,0.26603,0.51199,14220001,24552184.69
P38623,RCK2,WT,P,T00,R1,1.3402,1.2356,158980001,57033657.86
P38623,RCK2,WT,P,T00,R2,1.0088,1.0535,145650001,54061919.95
P38623,RCK2,WT,P,T00,R3,1.3174,1.1582,226210001,50319173.33
P38623,RCK2,WT,P,T06,R1,1.1952,1.59,56215001,56893525.3
P38623,RCK2,WT,P,T06,R2,0.6612,1.3806,37849001,68547413.77
P38623,RCK2,WT,P,T06,R3,1.0646,1.2765,52158001,53215055.63
P38623,RCK2,WT,P,T16,R1,0.40175,0.65394,18076001,28870879.8
P38623,RCK2,WT,P,T16,R2,0.59523,0.78627,35393001,26171376.34
P38623,RCK2,WT,P,T16,R3,0.45874,0.71524,24544001,28673889.47
P38623,RCK2,WT,P,T30,R1,0.20904,0.40168,11936001,23922216.94
P38623,RCK2,WT,P,T30,R2,0.2864,0.55972,10943001,15280318.34
P38623,RCK2,WT,P,T30,R3,0.25616,0.50695,11389001,22057589.37
P38624,PRE3,rim15KO,C,T00,R1,0.92528,1.0152,283450001,129161316.9
P38624,PRE3,rim15KO,C,T00,R2,0.99124,1.0198,411000001,155366951.8
P38624,PRE3,rim15KO,C,T00,R3,0.86425,0.98479,331030001,101215859
P38624,PRE3,rim15KO,C,T06,R1,1.0451,1.4348,142570001,157512090
P38624,PRE3,rim15KO,C,T06,R2,1.1508,1.3685,145780001,190479746.1
P38624,PRE3,rim15KO,C,T06,R3,1.1063,1.7013,205010001,181805882
P38624,PRE3,rim15KO,C,T16,R1,0.92381,1.9739,228670001,366247507.8
P38624,PRE3,rim15KO,C,T16,R2,1.0463,1.707,89202001,191236568.3
P38624,PRE3,rim15KO,C,T16,R3,0.95952,2.0578,207640001,270594061.8
P38624,PRE3,rim15KO,C,T30,R1,0.93938,1.9192,226050001,393816423
P38624,PRE3,rim15KO,C,T30,R2,1.0274,1.8083,121090001,303980725.8
P38624,PRE3,rim15KO,C,T30,R3,0.85211,2.0169,159420001,318657622.4
P38624,PRE3,rim15KO,P,T00,R1,0.92528,1.0152,283450001,129161316.9
P38624,PRE3,rim15KO,P,T00,R2,1.0138,1.0343,411000001,155366951.8
P38624,PRE3,rim15KO,P,T00,R3,0.86425,0.98479,331030001,101215859
P38624,PRE3,rim15KO,P,T06,R1,1.2318,1.2287,266750001,224727578.8
P38624,PRE3,rim15KO,P,T06,R2,1.0997,1.2521,230030001,209412972.6
P38624,PRE3,rim15KO,P,T06,R3,1.0308,1.0702,200670001,222870036.4
P38624,PRE3,rim15KO,P,T16,R1,0.81534,1.0661,228950001,304393348.9
P38624,PRE3,rim15KO,P,T16,R2,0.86164,1.1247,351470001,242600351.9
P38624,PRE3,rim15KO,P,T16,R3,0.69192,1.08,246850001,331487415.7
P38624,PRE3,rim15KO,P,T30,R1,0.68261,0.97442,218610001,321692756.5
P38624,PRE3,rim15KO,P,T30,R2,0.60081,1.0585,295970001,344604237.7
P38624,PRE3,rim15KO,P,T30,R3,0.54094,1.0195,136970001,321308899.5
P38624,PRE3,WT,C,T00,R1,1.235,1.1075,393550001,141185029.4
P38624,PRE3,WT,C,T00,R2,1.0138,1.0343,393020001,145879956.7
P38624,PRE3,WT,C,T00,R3,1.0764,0.9868,294820001,65581091.31
P38624,PRE3,WT,C,T06,R1,0.86214,1.3102,112210001,152043839.6
P38624,PRE3,WT,C,T06,R2,0.90143,1.3164,215890001,205489330.1
P38624,PRE3,WT,C,T06,R3,1.0352,1.3635,143800001,118938372.8
P38624,PRE3,WT,C,T16,R1,0.58452,1.3918,127550001,274348041.6
P38624,PRE3,WT,C,T16,R2,0.53865,1.3681,182660001,211879430
P38624,PRE3,WT,C,T16,R3,0.87949,1.6564,91189001,119707128.9
P38624,PRE3,WT,C,T30,R1,0.57427,1.4639,102220001,261358622
P38624,PRE3,WT,C,T30,R2,0.56903,1.5086,229560001,319365412.4
P38624,PRE3,WT,C,T30,R3,0.79319,1.4083,143980001,248595170.7
P38624,PRE3,WT,P,T00,R1,1.235,1.1075,393550001,141185029.4
P38624,PRE3,WT,P,T00,R2,0.99124,1.0198,393020001,145879956.7
P38624,PRE3,WT,P,T00,R3,1.0764,0.9868,294820001,65581091.31
P38624,PRE3,WT,P,T06,R1,1.0227,1.2397,169980001,172031687.5
P38624,PRE3,WT,P,T06,R2,0.59253,1.2629,130300001,235983192.3
P38624,PRE3,WT,P,T06,R3,1.0214,1.1098,175750001,179311819.9
P38624,PRE3,WT,P,T16,R1,0.72302,1.1728,167840001,268073037.5
P38624,PRE3,WT,P,T16,R2,0.80078,1.1226,321430001,237681611.8
P38624,PRE3,WT,P,T16,R3,0.69712,1.0677,253970001,296704181.9
P38624,PRE3,WT,P,T30,R1,0.55261,1.0975,181480001,363723491.1
P38624,PRE3,WT,P,T30,R2,0.57096,1.1908,259970001,363010510.1
P38624,PRE3,WT,P,T30,R3,0.62324,1.1233,137170001,265663297.1
P38625,GUA1,rim15KO,C,T00,R1,0.96896,1.0566,1621200001,738741670
P38625,GUA1,rim15KO,C,T00,R2,1.0555,1.0887,1717500001,649252407
P38625,GUA1,rim15KO,C,T00,R3,0.87802,1.0142,2478900001,757949406.8
P38625,GUA1,rim15KO,C,T06,R1,0.7664,1.081,648150001,716079543.8
P38625,GUA1,rim15KO,C,T06,R2,0.80993,1.0047,655170001,856061288.1
P38625,GUA1,rim15KO,C,T06,R3,0.70522,1.0172,894470001,793229143.3
P38625,GUA1,rim15KO,C,T16,R1,0.43817,0.92813,463040001,741624374.1
P38625,GUA1,rim15KO,C,T16,R2,0.45648,0.88284,445650001,955411043.7
P38625,GUA1,rim15KO,C,T16,R3,0.56095,1.1668,763630001,995153836.9
P38625,GUA1,rim15KO,C,T30,R1,0.4216,0.88739,451460001,786517858.6
P38625,GUA1,rim15KO,C,T30,R2,0.46076,0.89724,437950001,1099416616
P38625,GUA1,rim15KO,C,T30,R3,0.41159,0.97584,375090001,749750891.6
P38625,GUA1,rim15KO,P,T00,R1,0.96896,1.0566,1621200001,738741670
P38625,GUA1,rim15KO,P,T00,R2,0.94619,0.98543,1717500001,649252407
P38625,GUA1,rim15KO,P,T00,R3,0.87802,1.0142,2478900001,757949406.8
P38625,GUA1,rim15KO,P,T06,R1,0.76335,0.7511,809070001,681613277.2
P38625,GUA1,rim15KO,P,T06,R2,0.75955,0.87717,997960001,908515278.4
P38625,GUA1,rim15KO,P,T06,R3,0.69914,0.76248,612270001,680005166.4
P38625,GUA1,rim15KO,P,T16,R1,0.4214,0.55277,335290001,445774386.7
P38625,GUA1,rim15KO,P,T16,R2,0.64634,0.82925,1388800001,958612023.6
P38625,GUA1,rim15KO,P,T16,R3,0.44878,0.76887,563040001,756089423.1
P38625,GUA1,rim15KO,P,T30,R1,0.395,0.6252,322320001,474305883.2
P38625,GUA1,rim15KO,P,T30,R2,0.40542,0.72315,689420001,802706534.7
P38625,GUA1,rim15KO,P,T30,R3,0.35226,0.66925,327600001,768495254.6
P38625,GUA1,WT,C,T00,R1,1.1401,1.0199,2227700001,799181525.2
P38625,GUA1,WT,C,T00,R2,0.94619,0.98543,1786100001,662959111.7
P38625,GUA1,WT,C,T00,R3,1.1917,1.0322,3829400001,851829015.3
P38625,GUA1,WT,C,T06,R1,0.74456,1.1011,624100001,845651542.6
P38625,GUA1,WT,C,T06,R2,0.7141,1.0692,748810001,712735489.1
P38625,GUA1,WT,C,T06,R3,0.71975,0.98673,1079100001,892534056.3
P38625,GUA1,WT,C,T16,R1,0.4191,0.99077,402050001,864771693.7
P38625,GUA1,WT,C,T16,R2,0.40842,1.0385,524350001,608228286
P38625,GUA1,WT,C,T16,R3,0.54429,1.0315,791550001,1039096568
P38625,GUA1,WT,C,T30,R1,0.40986,1.0031,406170001,1038505486
P38625,GUA1,WT,C,T30,R2,0.36795,0.98786,461850001,642528817.7
P38625,GUA1,WT,C,T30,R3,0.5343,1.0195,622110001,1074132107
P38625,GUA1,WT,P,T00,R1,1.1401,1.0199,2227700001,799181525.2
P38625,GUA1,WT,P,T00,R2,1.0555,1.0887,1786100001,662959111.7
P38625,GUA1,WT,P,T00,R3,1.1917,1.0322,3829400001,851829015.3
P38625,GUA1,WT,P,T06,R1,0.70269,0.9187,852480001,862769574.6
P38625,GUA1,WT,P,T06,R2,0.37018,0.83554,463610001,839632902.5
P38625,GUA1,WT,P,T06,R3,0.73442,0.79559,811090001,827527871.1
P38625,GUA1,WT,P,T16,R1,0.41162,0.67865,382800001,611405853.3
P38625,GUA1,WT,P,T16,R2,0.50354,0.68275,939410001,694647302.5
P38625,GUA1,WT,P,T16,R3,0.47912,0.75473,507410001,592789182.3
P38625,GUA1,WT,P,T30,R1,0.36075,0.71152,302490001,606252582
P38625,GUA1,WT,P,T30,R2,0.32373,0.69423,554100001,773720518.7
P38625,GUA1,WT,P,T30,R3,0.38804,0.70105,391540001,758313092.1
P38626,CBR1,rim15KO,C,T00,R1,0.80265,0.88768,326110001,148600448.2
P38626,CBR1,rim15KO,C,T00,R2,0.89678,0.93337,435230001,164526419.5
P38626,CBR1,rim15KO,C,T00,R3,0.87038,0.98956,552820001,169030453.7
P38626,CBR1,rim15KO,C,T06,R1,0.69111,0.99123000000000006,113530001,125428544.6
P38626,CBR1,rim15KO,C,T06,R2,0.80381,1.0275,151280001,197666181.8
P38626,CBR1,rim15KO,C,T06,R3,0.60446,0.96899,206700001,183304598.8
P38626,CBR1,rim15KO,C,T16,R1,0.46322,1.0437,128170001,205282473.6
P38626,CBR1,rim15KO,C,T16,R2,0.4589,0.93362,85600001,183514386
P38626,CBR1,rim15KO,C,T16,R3,0.48115,1.0215,180410001,235108238.9
P38626,CBR1,rim15KO,C,T30,R1,0.52142,0.99777,128350001,223606892.6
P38626,CBR1,rim15KO,C,T30,R2,0.5125,0.97976,90695001,227678024.7
P38626,CBR1,rim15KO,C,T30,R3,0.34603,1.0156,128450001,256753052.7
P38626,CBR1,rim15KO,P,T00,R1,0.80265,0.88768,326110001,148600448.2
P38626,CBR1,rim15KO,P,T00,R2,0.97068,1.0021,435230001,164526419.5
P38626,CBR1,rim15KO,P,T00,R3,0.87038,0.98956,552820001,169030453.7
P38626,CBR1,rim15KO,P,T06,R1,0.9602,0.98613,181790001,153151739.9
P38626,CBR1,rim15KO,P,T06,R2,0.81628,0.9562,239190001,217751984.2
P38626,CBR1,rim15KO,P,T06,R3,0.9132,1.028,191570001,212763307.4
P38626,CBR1,rim15KO,P,T16,R1,0.56339,0.83269,148850001,197898886.6
P38626,CBR1,rim15KO,P,T16,R2,0.68765,0.8339,416830001,287714754.1
P38626,CBR1,rim15KO,P,T16,R3,0.50764,0.90139,155760001,209165404
P38626,CBR1,rim15KO,P,T30,R1,0.53362,0.88258,211210001,310803380.9
P38626,CBR1,rim15KO,P,T30,R2,0.45838,0.83696,165610001,192823286
P38626,CBR1,rim15KO,P,T30,R3,0.39863,0.86035,115260001,270380841.1
P38626,CBR1,WT,C,T00,R1,1.091,0.98661,403780001,144855015
P38626,CBR1,WT,C,T00,R2,0.97068,1.0021,361570001,134206442.3
P38626,CBR1,WT,C,T00,R3,1.2691,1.0942,807200001,179557210.5
P38626,CBR1,WT,C,T06,R1,0.58923,0.93333,87311001,118305852.5
P38626,CBR1,WT,C,T06,R2,0.70097,1.0857,172900001,164570407.2
P38626,CBR1,WT,C,T06,R3,0.70098,1.0067,234950001,194329420.1
P38626,CBR1,WT,C,T16,R1,0.47627,1.1308,90954001,195633491.6
P38626,CBR1,WT,C,T16,R2,0.39938,1.0503,168330001,195257114.1
P38626,CBR1,WT,C,T16,R3,0.52244,1.021,175570001,230477146.5
P38626,CBR1,WT,C,T30,R1,0.44792,1.1028,84797001,216811065.5
P38626,CBR1,WT,C,T30,R2,0.39444,1.0458,120310001,167376080
P38626,CBR1,WT,C,T30,R3,0.57941,1.0869,141630001,244537672.1
P38626,CBR1,WT,P,T00,R1,1.091,0.98661,403780001,144855015
P38626,CBR1,WT,P,T00,R2,0.89678,0.93337,361570001,134206442.3
P38626,CBR1,WT,P,T00,R3,1.2691,1.0942,807200001,179557210.5
P38626,CBR1,WT,P,T06,R1,0.67628,0.85022,192450001,194772904.1
P38626,CBR1,WT,P,T06,R2,0.44538,0.96042,119560001,216532237.1
P38626,CBR1,WT,P,T06,R3,0.86449,0.92442,171400001,174873661.1
P38626,CBR1,WT,P,T16,R1,0.46017,0.73549,138530001,221259282.2
P38626,CBR1,WT,P,T16,R2,0.59164,0.81971,317680001,234908672
P38626,CBR1,WT,P,T16,R3,0.55944,0.88991,150730001,176092536.3
P38626,CBR1,WT,P,T30,R1,0.29876,0.61552,101210001,202845794
P38626,CBR1,WT,P,T30,R2,0.33802,0.74795,132840001,185491850.4
P38626,CBR1,WT,P,T30,R3,0.37372,0.70784,94003001,182059830.9
P38627,URA8,rim15KO,C,T00,R1,0.7585,0.83201,78832001,35921838.17
P38627,URA8,rim15KO,C,T00,R2,0.86756,0.87716,55954001,21151831.04
P38627,URA8,rim15KO,C,T00,R3,0.75632,0.84482,141860001,43375167.84
P38627,URA8,rim15KO,C,T06,R1,0.9592,1.2847,22119001,24437189.11
P38627,URA8,rim15KO,C,T06,R2,0.90696,1.1737,19380001,25322387.46
P38627,URA8,rim15KO,C,T06,R3,0.72931,1.0421,68107001,60398289.48
P38627,URA8,rim15KO,C,T16,R1,0.94412,1.8341,34942001,55964580.96
P38627,URA8,rim15KO,C,T16,R2,1.1244,1.7757,11307001,24240622.91
P38627,URA8,rim15KO,C,T16,R3,0.51567,1.2271,45717001,59577870.04
P38627,URA8,rim15KO,C,T30,R1,0.97967,2.0125,33712001,58731871.66
P38627,URA8,rim15KO,C,T30,R2,1.1079,1.8501,14256001,35787839.59
P38627,URA8,rim15KO,C,T30,R3,0.83586,1.9337,28537001,57041355.1
P38627,URA8,rim15KO,P,T00,R1,0.7585,0.83201,78832001,35921838.17
P38627,URA8,rim15KO,P,T00,R2,0.87614,0.90562,55954001,21151831.04
P38627,URA8,rim15KO,P,T00,R3,0.75632,0.84482,141860001,43375167.84
P38627,URA8,rim15KO,P,T06,R1,1.2487,1.3063,57098001,48103075.8
P38627,URA8,rim15KO,P,T06,R2,1.0786,1.2871,74412001,67742634.71
P38627,URA8,rim15KO,P,T06,R3,1.2959,1.4209,97422001,108199754.8
P38627,URA8,rim15KO,P,T16,R1,0.90905,1.2128,138550001,184204842.2
P38627,URA8,rim15KO,P,T16,R2,0.85868,1.148,174000001,120102601.5
P38627,URA8,rim15KO,P,T16,R3,0.75014,1.2285,186990001,251103228.4
P38627,URA8,rim15KO,P,T30,R1,0.9682,1.4316,181110001,266510110.2
P38627,URA8,rim15KO,P,T30,R2,0.76072,1.3719,186490001,217134319.1
P38627,URA8,rim15KO,P,T30,R3,0.60827,1.1637,124560001,292197098.3
P38627,URA8,WT,C,T00,R1,0.94454,0.85828,91536001,32838299.98
P38627,URA8,WT,C,T00,R2,0.87614,0.90562,57946001,21508218.65
P38627,URA8,WT,C,T00,R3,0.99119,0.90169,178840001,39781976.79
P38627,URA8,WT,C,T06,R1,0.73603,1.1308,21666001,29357293.92
P38627,URA8,WT,C,T06,R2,0.77614,1.1816,41804001,39790060.31
P38627,URA8,WT,C,T06,R3,0.78823,1.1307,84165001,69613687.03
P38627,URA8,WT,C,T16,R1,0.52572,1.3017,12091001,26006604.62
P38627,URA8,WT,C,T16,R2,0.50426,1.2562,39028001,45271162.6
P38627,URA8,WT,C,T16,R3,0.59739,1.1993,49290001,64704782.8
P38627,URA8,WT,C,T30,R1,0.47571,1.1931,22073001,56436793.87
P38627,URA8,WT,C,T30,R2,0.42729,1.1353,30106001,41883670.43
P38627,URA8,WT,C,T30,R3,0.81831,1.5504,28353001,48954153.87
P38627,URA8,WT,P,T00,R1,0.94454,0.85828,91536001,32838299.98
P38627,URA8,WT,P,T00,R2,0.86756,0.87716,57946001,21508218.65
P38627,URA8,WT,P,T00,R3,0.99119,0.90169,178840001,39781976.79
P38627,URA8,WT,P,T06,R1,1.1234,1.4564,58667001,59375121.34
P38627,URA8,WT,P,T06,R2,0.57858,1.3138,29391001,53229333.76
P38627,URA8,WT,P,T06,R3,1.3441,1.5898,66348001,67692635.77
P38627,URA8,WT,P,T16,R1,0.73306,1.2535,81287001,129831107.8
P38627,URA8,WT,P,T16,R2,0.95285,1.3498000000000001,207560001,153480370.3
P38627,URA8,WT,P,T16,R3,0.85883,1.3924,208950001,244108906
P38627,URA8,WT,P,T30,R1,0.58779,1.2123,111030001,222527106.9
P38627,URA8,WT,P,T30,R2,0.69189,1.4651,184310001,257362261.9
P38627,URA8,WT,P,T30,R3,0.74591,1.4048,118350001,229213758.4
P38628,PCM1,rim15KO,C,T00,R1,0.77,0.85328,408350001,186075229.2
P38628,PCM1,rim15KO,C,T00,R2,0.8977,0.92144,450070001,170136262.8
P38628,PCM1,rim15KO,C,T00,R3,0.71464,0.83066,371370001,113550232.7
P38628,PCM1,rim15KO,C,T06,R1,0.62889,0.86353,187620001,207283567.9
P38628,PCM1,rim15KO,C,T06,R2,0.75021,0.90596,155840001,203624390.3
P38628,PCM1,rim15KO,C,T06,R3,0.56553,0.80602,344840001,305809181.1
P38628,PCM1,rim15KO,C,T16,R1,0.43195,0.88594,99426001,159244872.2
P38628,PCM1,rim15KO,C,T16,R2,0.57702,0.98008,225990001,484490838.6
P38628,PCM1,rim15KO,C,T16,R3,0.47142,1.0312,101570001,132364857.4
P38628,PCM1,rim15KO,C,T30,R1,0.36908,0.77355,96977001,168949946.8
P38628,PCM1,rim15KO,C,T30,R2,0.53201,0.98759,72524001,182062088.4
P38628,PCM1,rim15KO,C,T30,R3,0.39093,0.98479,77778001,155467022.4
P38628,PCM1,rim15KO,P,T00,R1,0.77,0.85328,408350001,186075229.2
P38628,PCM1,rim15KO,P,T00,R2,0.76677,0.83519,450070001,170136262.8
P38628,PCM1,rim15KO,P,T00,R3,0.71464,0.83066,371370001,113550232.7
P38628,PCM1,rim15KO,P,T06,R1,0.63939,0.64701,77326001,65144460.79
P38628,PCM1,rim15KO,P,T06,R2,0.5996,0.67895,162900001,148299670.9
P38628,PCM1,rim15KO,P,T06,R3,0.678,0.69252,138510001,153833302.5
P38628,PCM1,rim15KO,P,T16,R1,0.34921,0.49954,44016001,58520104.36
P38628,PCM1,rim15KO,P,T16,R2,0.46721,0.60097,150570001,103930165.1
P38628,PCM1,rim15KO,P,T16,R3,0.34841,0.60997,92194001,123804541.2
P38628,PCM1,rim15KO,P,T30,R1,0.35502,0.58756,102530001,150876714.2
P38628,PCM1,rim15KO,P,T30,R2,0.29171,0.51176,87403001,101765193.9
P38628,PCM1,rim15KO,P,T30,R3,0.24579,0.48263,8454201,19832153.02
P38628,PCM1,WT,C,T00,R1,0.98883,0.89582,416220001,149317832.3
P38628,PCM1,WT,C,T00,R2,0.76677,0.83519,434570001,161302358
P38628,PCM1,WT,C,T00,R3,1.1262,1.0264,712290001,158445001.8
P38628,PCM1,WT,C,T06,R1,0.60871,0.90948,151640001,205471239.5
P38628,PCM1,WT,C,T06,R2,0.57623,0.85417,193310001,183997139.4
P38628,PCM1,WT,C,T06,R3,0.66065,0.9105,495580001,409899015.9
P38628,PCM1,WT,C,T16,R1,0.37256,0.8805,110030001,236664171.3
P38628,PCM1,WT,C,T16,R2,0.36614,0.95553,308660001,358035173.1
P38628,PCM1,WT,C,T16,R3,0.57609,1.0609,158440001,207989970.4
P38628,PCM1,WT,C,T30,R1,0.39924,1.0294,113560001,290353014
P38628,PCM1,WT,C,T30,R2,0.30666,0.82198,121060001,168419485
P38628,PCM1,WT,C,T30,R3,0.52572,1.0076,95126001,164244091.5
P38628,PCM1,WT,P,T00,R1,0.98883,0.89582,416220001,149317832.3
P38628,PCM1,WT,P,T00,R2,0.8977,0.92144,434570001,161302358
P38628,PCM1,WT,P,T00,R3,1.1262,1.0264,712290001,158445001.8
P38628,PCM1,WT,P,T06,R1,0.51998,0.65265,81700001,82686133.43
P38628,PCM1,WT,P,T06,R2,0.31388,0.67197,70070001,126902090.5
P38628,PCM1,WT,P,T06,R3,0.71909,0.75786,167220001,170608947.5
P38628,PCM1,WT,P,T16,R1,0.26276,0.44451,40636001,64903575.76
P38628,PCM1,WT,P,T16,R2,0.48745,0.68894,110260001,81531825.5
P38628,PCM1,WT,P,T16,R3,0.4672,0.74862,153450001,179270216.3
P38628,PCM1,WT,P,T30,R1,0.27277,0.53331,96323001,193051234.3
P38628,PCM1,WT,P,T30,R2,0.26573,0.54116,55486001,77478176.13
P38628,PCM1,WT,P,T30,R3,0.31252,0.56308,60410001,116998760.1
P38629,RFC3,rim15KO,C,T00,R1,0.91863,1.0046,65506001,29849501.94
P38629,RFC3,rim15KO,C,T00,R2,0.96059,0.98263,122960001,46481558.41
P38629,RFC3,rim15KO,C,T00,R3,0.90583,1.0468,91844001,28082256.67
P38629,RFC3,rim15KO,C,T06,R1,0.8875,1.1776,12614001,13936014.92
P38629,RFC3,rim15KO,C,T06,R2,0.9925,1.1631,31970001,41772792.09
P38629,RFC3,rim15KO,C,T06,R3,0.81226,1.1172,44794001,39723978.44
P38629,RFC3,rim15KO,C,T16,R1,NaN,NaN,8379301,13420641.51
P38629,RFC3,rim15KO,C,T16,R2,0.74169,1.197,8411501,18033077.37
P38629,RFC3,rim15KO,C,T16,R3,1.0308,1.8898,10575001,13781219.71
P38629,RFC3,rim15KO,C,T30,R1,0.77277,1.3844,25116001,43756220.44
P38629,RFC3,rim15KO,C,T30,R2,0.78261,1.2866,20199001,50706969.48
P38629,RFC3,rim15KO,C,T30,R3,0.53406,1.0705,14758001,29499118.55
P38629,RFC3,rim15KO,P,T00,R1,0.91863,1.0046,65506001,29849501.94
P38629,RFC3,rim15KO,P,T00,R2,0.92206,0.98964,122960001,46481558.41
P38629,RFC3,rim15KO,P,T00,R3,0.90583,1.0468,91844001,28082256.67
