Protein IDs,Gene names,genotype,nutrient,samplingTime,replicate,ratio,normalized_ratio,intensity,normalized_intensity
O60200,MDM35,WT,P,T00,R1,0.85539,0.76359,24245001,8697830.439
O60200,MDM35,WT,P,T00,R2,0.88208,0.91881,38077001,14133304.26
O60200,MDM35,WT,P,T00,R3,0.81349,0.6968,11546001,2568344.56
O60200,MDM35,WT,P,T06,R1,0.5903,0.74851,18367001,18588693.72
O60200,MDM35,WT,P,T06,R2,NaN,NaN,3396901,6152045.556
O60200,MDM35,WT,P,T06,R3,NaN,NaN,1,1.020266395
O60200,MDM35,WT,P,T16,R1,NaN,NaN,1,1.59719397
O60200,MDM35,WT,P,T16,R2,NaN,NaN,4775201,3531025.314
O60200,MDM35,WT,P,T16,R3,NaN,NaN,2829401,3305489.253
O60200,MDM35,WT,P,T30,R1,NaN,NaN,2276001,4561577.171
O60200,MDM35,WT,P,T30,R2,NaN,NaN,3448401,4815193.296
O60200,MDM35,WT,P,T30,R3,NaN,NaN,1,1.93674488
O74700,TIM9,rim15KO,C,T00,R1,0.91285,0.99602,849550001,387119409.2
O74700,TIM9,rim15KO,C,T00,R2,0.93003,0.96818,958570001,362360337.7
O74700,TIM9,rim15KO,C,T00,R3,0.82926,0.95532,1042100001,318632892.5
O74700,TIM9,rim15KO,C,T06,R1,1.0347,1.4007,439800001,485893363.6
O74700,TIM9,rim15KO,C,T06,R2,0.9498,1.1271,143190001,187095588.2
O74700,TIM9,rim15KO,C,T06,R3,0.96988,1.3596,583860001,517775630.1
O74700,TIM9,rim15KO,C,T16,R1,0.92772,1.8663,468190001,749872831.1
O74700,TIM9,rim15KO,C,T16,R2,0.82138,1.4016,299190001,641421363.1
O74700,TIM9,rim15KO,C,T16,R3,0.88437,1.7314,377700001,492214298.4
O74700,TIM9,rim15KO,C,T30,R1,0.82849,1.738,432660001,753765154.7
O74700,TIM9,rim15KO,C,T30,R2,0.76707,1.3424,246550001,618931766.8
O74700,TIM9,rim15KO,C,T30,R3,0.74682,1.7035,382330001,764222608.9
O74700,TIM9,rim15KO,P,T00,R1,0.91285,0.99602,849550001,387119409.2
O74700,TIM9,rim15KO,P,T00,R2,1.0444,1.1015,958570001,362360337.7
O74700,TIM9,rim15KO,P,T00,R3,0.82926,0.95532,1042100001,318632892.5
O74700,TIM9,rim15KO,P,T06,R1,0.93303,0.90966,430220001,362445356.3
O74700,TIM9,rim15KO,P,T06,R2,0.81094,0.93309,350570001,319149266.2
O74700,TIM9,rim15KO,P,T06,R3,0.76994,0.79085,270470001,300391980.2
O74700,TIM9,rim15KO,P,T16,R1,0.655,0.88654,291620001,387714297.2
O74700,TIM9,rim15KO,P,T16,R2,0.72328,0.91036,455230001,314220155.6
O74700,TIM9,rim15KO,P,T16,R3,0.48904,0.80498,276320001,371061789.2
O74700,TIM9,rim15KO,P,T30,R1,0.50032,0.75215,299440001,440637111.2
O74700,TIM9,rim15KO,P,T30,R2,0.46203,0.81077,372450001,433651546.6
O74700,TIM9,rim15KO,P,T30,R3,0.42148,0.75534,175880001,412585304.4
O74700,TIM9,WT,C,T00,R1,0.99469,0.92845,942410001,338087113
O74700,TIM9,WT,C,T00,R2,1.0444,1.1015,899440001,333851376.6
O74700,TIM9,WT,C,T00,R3,0.86205,0.7971,1123500001,249916409.7
O74700,TIM9,WT,C,T06,R1,0.71768,1.0858,296020001,401105223.7
O74700,TIM9,WT,C,T06,R2,0.72178,1.0659,156700001,149150855
O74700,TIM9,WT,C,T06,R3,0.69197,0.95401,230140001,190351022.5
O74700,TIM9,WT,C,T16,R1,0.46029,1.0528,248090001,533618231.1
O74700,TIM9,WT,C,T16,R2,0.43524,1.0901,465710001,540207867.1
O74700,TIM9,WT,C,T16,R3,0.48738,0.85782,366350001,480921013.6
O74700,TIM9,WT,C,T30,R1,0.44514,1.1043,231490001,591879349.3
O74700,TIM9,WT,C,T30,R2,0.43016,1.1445,407910001,567487128.1
O74700,TIM9,WT,C,T30,R3,0.5,0.94242,253200001,437173892.4
O74700,TIM9,WT,P,T00,R1,0.99469,0.92845,942410001,338087113
O74700,TIM9,WT,P,T00,R2,0.93003,0.96818,899440001,333851376.6
O74700,TIM9,WT,P,T00,R3,0.86205,0.7971,1123500001,249916409.7
O74700,TIM9,WT,P,T06,R1,0.67012,0.92485,352760001,357017872.2
O74700,TIM9,WT,P,T06,R2,0.39655,0.85544,183020001,331463114.1
O74700,TIM9,WT,P,T06,R3,0.71723,0.77767,270930001,276420775.3
O74700,TIM9,WT,P,T16,R1,0.49505,0.83786,229570001,366667821.3
O74700,TIM9,WT,P,T16,R2,0.59635,0.81395,392650001,290345284.5
O74700,TIM9,WT,P,T16,R3,0.46238,0.72416,244730001,285909416.2
O74700,TIM9,WT,P,T30,R1,0.3879,0.76363,223820001,448581616.2
O74700,TIM9,WT,P,T30,R2,0.33627,0.66049,257370001,359379986.1
O74700,TIM9,WT,P,T30,R3,0.3682,0.62362,166300001,322080675.4
O94742,SEM1,rim15KO,C,T00,R1,1.0325,1.1419,78679001,35852119.76
O94742,SEM1,rim15KO,C,T00,R2,0.98184,1.0263,91699001,34664219.55
O94742,SEM1,rim15KO,C,T00,R3,0.7742,0.8851,77090001,23571068.02
O94742,SEM1,rim15KO,C,T06,R1,0.6368,0.82921,27937001,30864946.23
O94742,SEM1,rim15KO,C,T06,R2,0.69561,0.83041,30080001,39303271.46
O94742,SEM1,rim15KO,C,T06,R3,0.49162,0.73461,21610001,19164066.5
O94742,SEM1,rim15KO,C,T16,R1,0.30845,0.65638,13732001,21993751.35
O94742,SEM1,rim15KO,C,T16,R2,NaN,NaN,6544101,14029633.91
O94742,SEM1,rim15KO,C,T16,R3,0.38302,0.70864,22737001,29630598.27
O94742,SEM1,rim15KO,C,T30,R1,0.23494,0.53351,9932201,17303533.97
O94742,SEM1,rim15KO,C,T30,R2,0.36606,0.63018,13560001,34040621.95
O94742,SEM1,rim15KO,C,T30,R3,0.28155,0.74435,10756001,21499696.92
O94742,SEM1,rim15KO,P,T00,R1,1.0325,1.1419,78679001,35852119.76
O94742,SEM1,rim15KO,P,T00,R2,0.92519,0.95599,91699001,34664219.55
O94742,SEM1,rim15KO,P,T00,R3,0.7742,0.8851,77090001,23571068.02
O94742,SEM1,rim15KO,P,T06,R1,0.76457,0.78654,35066001,29541883.68
O94742,SEM1,rim15KO,P,T06,R2,0.53339,0.59582,41011001,37335284.93
O94742,SEM1,rim15KO,P,T06,R3,0.6319,0.70184,24064001,26726191.02
O94742,SEM1,rim15KO,P,T16,R1,0.49237,0.67929,27422001,36458068.06
O94742,SEM1,rim15KO,P,T16,R2,0.45208,0.57847,43209001,29824789.64
O94742,SEM1,rim15KO,P,T16,R3,0.33811,0.58965,17690001,23755368.4
O94742,SEM1,rim15KO,P,T30,R1,0.3247,0.54204,7697901,11327747.96
O94742,SEM1,rim15KO,P,T30,R2,0.27099,0.50345,32894001,38299192.82
O94742,SEM1,rim15KO,P,T30,R3,NaN,NaN,8649601,20290529.01
O94742,SEM1,WT,C,T00,R1,0.991,0.90074,75768001,27181571.39
O94742,SEM1,WT,C,T00,R2,0.92519,0.95599,82627001,30669236.41
O94742,SEM1,WT,C,T00,R3,0.77021,0.65895,73667001,16386820.1
O94742,SEM1,WT,C,T06,R1,0.59007,0.87443,25186001,34126871.6
O94742,SEM1,WT,C,T06,R2,0.50655,0.7596,15449001,14704733.2
O94742,SEM1,WT,C,T06,R3,0.55954,0.75654,39097001,32337507.98
O94742,SEM1,WT,C,T16,R1,0.24382,0.58358,16159001,34756489.56
O94742,SEM1,WT,C,T16,R2,NaN,NaN,11204001,12996262.63
O94742,SEM1,WT,C,T16,R3,0.3447,0.62298,27982001,36732993.71
O94742,SEM1,WT,C,T30,R1,0.12182,0.31182,6927301,17711894.21
O94742,SEM1,WT,C,T30,R2,0.30134,0.78571,13804001,19204218.74
O94742,SEM1,WT,C,T30,R3,0.17319,0.34438,10574001,18257018.79
O94742,SEM1,WT,P,T00,R1,0.991,0.90074,75768001,27181571.39
O94742,SEM1,WT,P,T00,R2,0.98184,1.0263,82627001,30669236.41
O94742,SEM1,WT,P,T00,R3,0.77021,0.65895,73667001,16386820.1
O94742,SEM1,WT,P,T06,R1,0.63932,0.76181,32384001,32774881.21
O94742,SEM1,WT,P,T06,R2,0.4155,0.86978,31337001,56753687.47
O94742,SEM1,WT,P,T06,R3,0.68293,0.73666,36553001,37293798.54
O94742,SEM1,WT,P,T16,R1,0.39569,0.64357,26878001,42929381.12
O94742,SEM1,WT,P,T16,R2,0.63126,0.86867,54705001,40451646.61
O94742,SEM1,WT,P,T16,R3,0.35892,0.58343,35400001,41356570.83
O94742,SEM1,WT,P,T30,R1,0.37234,0.70632,12963001,25980537.54
O94742,SEM1,WT,P,T30,R2,0.66516,1.5576,68890001,96194923.67
O94742,SEM1,WT,P,T30,R3,NaN,NaN,13550001,26242895.06
P00044,CYC1,rim15KO,C,T00,R1,0.7412,0.82171,65943001,30048632.28
P00044,CYC1,rim15KO,C,T00,R2,0.7546,0.78131,87702001,33153266.5
P00044,CYC1,rim15KO,C,T00,R3,0.63643,0.73712,94578001,28918205.55
P00044,CYC1,rim15KO,C,T06,R1,2.5724,3.8932,172540001,190623104.3
P00044,CYC1,rim15KO,C,T06,R2,1.8804,2.3524,43326001,56610821.87
P00044,CYC1,rim15KO,C,T06,R3,2.418,3.4079,295060001,261663545.5
P00044,CYC1,rim15KO,C,T16,R1,2.6828,6.4987,143770001,230268090.8
P00044,CYC1,rim15KO,C,T16,R2,2.0149,4.5999,64053001,137320642.7
P00044,CYC1,rim15KO,C,T16,R3,2.9371,7.7866,375910001,489881591
P00044,CYC1,rim15KO,C,T30,R1,NaN,NaN,114300001,199129472.9
P00044,CYC1,rim15KO,C,T30,R2,1.8183,4.4313,48495001,121740403.7
P00044,CYC1,rim15KO,C,T30,R3,2.3655,7.2239,241880001,483483286.5
P00044,CYC1,rim15KO,P,T00,R1,0.7412,0.82171,65943001,30048632.28
P00044,CYC1,rim15KO,P,T00,R2,0.65846,0.70608,87702001,33153266.5
P00044,CYC1,rim15KO,P,T00,R3,0.63643,0.73712,94578001,28918205.55
P00044,CYC1,rim15KO,P,T06,R1,1.0578,1.0895,105390001,88787402.67
P00044,CYC1,rim15KO,P,T06,R2,1.2198,1.5266,100020001,91055452.08
P00044,CYC1,rim15KO,P,T06,R3,1.2522,1.4973,74023001,82212133.59
P00044,CYC1,rim15KO,P,T16,R1,0.7315,1.0146,50465001,67094171.62
P00044,CYC1,rim15KO,P,T16,R2,1.0474,1.3541,115780001,79916547.36
P00044,CYC1,rim15KO,P,T16,R3,0.74112,1.3508,96275001,129284793
P00044,CYC1,rim15KO,P,T30,R1,0.72768,1.1871,78316001,115244911.6
P00044,CYC1,rim15KO,P,T30,R2,0.75161,1.4652,105110001,122381834.8
P00044,CYC1,rim15KO,P,T30,R3,0.53263,1.1545,47938001,112454597.6
P00044,CYC1,WT,C,T00,R1,0.71198,0.66458,89456001,32092105.44
P00044,CYC1,WT,C,T00,R2,0.65846,0.70608,89633001,33269701.97
P00044,CYC1,WT,C,T00,R3,0.80401,0.71328,120460001,26795666.16
P00044,CYC1,WT,C,T06,R1,1.1275,1.7818,90071001,122045635
P00044,CYC1,WT,C,T06,R2,0.99459,1.5259,78071001,74309869.01
P00044,CYC1,WT,C,T06,R3,1.0073,1.3935,149110001,123330325.2
P00044,CYC1,WT,C,T16,R1,0.73363,1.798,43941001,94512955.51
P00044,CYC1,WT,C,T16,R2,0.81033,2.1568,221250001,256642526.2
P00044,CYC1,WT,C,T16,R3,0.96854,1.9143,121460001,159444975.1
P00044,CYC1,WT,C,T30,R1,NaN,NaN,46113001,117902859.3
P00044,CYC1,WT,C,T30,R2,0.71682,1.9746,161990001,225361575.4
P00044,CYC1,WT,C,T30,R3,0.89335,1.7455,73361001,126664748.2
P00044,CYC1,WT,P,T00,R1,0.71198,0.66458,89456001,32092105.44
P00044,CYC1,WT,P,T00,R2,0.7546,0.78131,89633001,33269701.97
P00044,CYC1,WT,P,T00,R3,0.80401,0.71328,120460001,26795666.16
P00044,CYC1,WT,P,T06,R1,0.90881,1.1789,83613001,84622223.66
P00044,CYC1,WT,P,T06,R2,0.45505,1.0936,32828001,59454001.65
P00044,CYC1,WT,P,T06,R3,0.92847,1.1302,58663001,59851888.53
P00044,CYC1,WT,P,T16,R1,0.61975,1.0868,35860001,57275377.36
P00044,CYC1,WT,P,T16,R2,0.53848,0.77045,102640001,75897211.82
P00044,CYC1,WT,P,T16,R3,0.59522,0.9686,77903001,91011324.51
P00044,CYC1,WT,P,T30,R1,0.4242,0.82791,56191001,112618398.4
P00044,CYC1,WT,P,T30,R2,0.49579,1.062,62430001,87174467.9
P00044,CYC1,WT,P,T30,R3,0.54673,0.9932,49769001,96389857.85
P00127,QCR6,rim15KO,C,T00,R1,0.86265,0.941,52176001,23775343.01
P00127,QCR6,rim15KO,C,T00,R2,NaN,NaN,11415001,4315118.993
P00127,QCR6,rim15KO,C,T00,R3,0.77487,0.89838,60726001,18567605.15
P00127,QCR6,rim15KO,C,T06,R1,2.8617,3.8209,127560001,140928962.7
P00127,QCR6,rim15KO,C,T06,R2,NaN,NaN,95533001,124825776.2
P00127,QCR6,rim15KO,C,T06,R3,2.8211,4.2498,368480001,326773480.6
P00127,QCR6,rim15KO,C,T16,R1,NaN,NaN,184680001,295791270.4
P00127,QCR6,rim15KO,C,T16,R2,NaN,NaN,104740001,224547859.2
P00127,QCR6,rim15KO,C,T16,R3,NaN,NaN,804180001,1047998131
P00127,QCR6,rim15KO,C,T30,R1,NaN,NaN,139360001,242788130.3
P00127,QCR6,rim15KO,C,T30,R2,NaN,NaN,59058001,148257443.7
P00127,QCR6,rim15KO,C,T30,R3,NaN,NaN,523290001,1045981348
P00127,QCR6,rim15KO,P,T00,R1,0.86265,0.941,52176001,23775343.01
P00127,QCR6,rim15KO,P,T00,R2,NaN,NaN,11415001,4315118.993
P00127,QCR6,rim15KO,P,T00,R3,0.77487,0.89838,60726001,18567605.15
P00127,QCR6,rim15KO,P,T06,R1,NaN,NaN,210980001,177743297.5
P00127,QCR6,rim15KO,P,T06,R2,0.76141,0.91591,79860001,72702343.75
P00127,QCR6,rim15KO,P,T06,R3,NaN,NaN,1,1.110629568
P00127,QCR6,rim15KO,P,T16,R1,NaN,NaN,222990001,296469416.4
P00127,QCR6,rim15KO,P,T16,R2,0.73139,0.93515,92099001,63570859.49
P00127,QCR6,rim15KO,P,T16,R3,NaN,NaN,8988301,12070118.12
P00127,QCR6,rim15KO,P,T30,R1,0.72565,1.0001,78623001,115696673.5
P00127,QCR6,rim15KO,P,T30,R2,0.52906,0.90634,55495001,64614023.21
P00127,QCR6,rim15KO,P,T30,R3,NaN,NaN,114130001,267730048.6
P00127,QCR6,WT,C,T00,R1,0.59106,0.55529,139250001,49955572.18
P00127,QCR6,WT,C,T00,R2,NaN,NaN,21989001,8161809.844
P00127,QCR6,WT,C,T00,R3,0.83799,0.78071,174050001,38716467.57
P00127,QCR6,WT,C,T06,R1,0.97103,1.459,50189001,68005778
P00127,QCR6,WT,C,T06,R2,NaN,NaN,144990001,138004993.4
P00127,QCR6,WT,C,T06,R3,1.4387,2.0368,260940001,215826000.7
P00127,QCR6,WT,C,T16,R1,NaN,NaN,51647001,111087835.9
P00127,QCR6,WT,C,T16,R2,NaN,NaN,318160001,369054852.1
P00127,QCR6,WT,C,T16,R3,NaN,NaN,220150001,288998939.1
P00127,QCR6,WT,C,T30,R1,NaN,NaN,57952001,148173106.8
P00127,QCR6,WT,C,T30,R2,NaN,NaN,176600001,245687105.3
P00127,QCR6,WT,C,T30,R3,NaN,NaN,169000001,291794581.2
P00127,QCR6,WT,P,T00,R1,0.59106,0.55529,139250001,49955572.18
P00127,QCR6,WT,P,T00,R2,NaN,NaN,21989001,8161809.844
P00127,QCR6,WT,P,T00,R3,0.83799,0.78071,174050001,38716467.57
P00127,QCR6,WT,P,T06,R1,NaN,NaN,142410001,144128913.1
P00127,QCR6,WT,P,T06,R2,0.42231,0.96219,52308001,94733760.3
P00127,QCR6,WT,P,T06,R3,NaN,NaN,1,1.020266395
P00127,QCR6,WT,P,T16,R1,NaN,NaN,153780001,245616490.3
P00127,QCR6,WT,P,T16,R2,0.9401,1.2452,129650001,95869772.92
P00127,QCR6,WT,P,T16,R3,NaN,NaN,7742101,9044823.145
P00127,QCR6,WT,P,T30,R1,0.46639,0.91033,55031001,110293518.3
P00127,QCR6,WT,P,T30,R2,0.55422,1.1211,63108001,88121196.85
P00127,QCR6,WT,P,T30,R3,NaN,NaN,124720001,241550823.3
P00128,QCR7,rim15KO,C,T00,R1,0.81082,0.89509,227670001,103743718.6
P00128,QCR7,rim15KO,C,T00,R2,0.99715,1.017,239840001,90664744.02
P00128,QCR7,rim15KO,C,T00,R3,0.79393,0.91684,367700001,112428092.1
P00128,QCR7,rim15KO,C,T06,R1,1.1915,1.6356,275520001,304395952.1
P00128,QCR7,rim15KO,C,T06,R2,1.3761,1.6976,230520001,301203120.9
P00128,QCR7,rim15KO,C,T06,R3,1.3268,2.0066,535510001,474898139.5
P00128,QCR7,rim15KO,C,T16,R1,0.9657,2.1575,435530001,697563199.1
P00128,QCR7,rim15KO,C,T16,R2,1.115,2.1172,150600001,322865261.5
P00128,QCR7,rim15KO,C,T16,R3,0.96916,2.0163,583290001,760136822.5
P00128,QCR7,rim15KO,C,T30,R1,1.4991,3.1629,569750001,992598568.5
P00128,QCR7,rim15KO,C,T30,R2,1.0279,1.8097,37821001,94944712.54
P00128,QCR7,rim15KO,C,T30,R3,0.89299,2.3148,432360001,864225373.6
P00128,QCR7,rim15KO,P,T00,R1,0.81082,0.89509,227670001,103743718.6
P00128,QCR7,rim15KO,P,T00,R2,0.72237,0.75215,239840001,90664744.02
P00128,QCR7,rim15KO,P,T00,R3,0.79393,0.91684,367700001,112428092.1
P00128,QCR7,rim15KO,P,T06,R1,1.2722,1.3051,255220001,215013955.6
P00128,QCR7,rim15KO,P,T06,R2,1.176,1.4704,206100001,187627760.2
P00128,QCR7,rim15KO,P,T06,R3,1.559,1.7323,274640001,305023305.5
P00128,QCR7,rim15KO,P,T16,R1,0.60186,0.88043,225790001,300192069.3
P00128,QCR7,rim15KO,P,T16,R2,0.75058,0.97503,354960001,245009306.3
P00128,QCR7,rim15KO,P,T16,R3,0.78048,1.1663,311830001,418747096.4
P00128,QCR7,rim15KO,P,T30,R1,0.73704,1.0384,228000001,335510491.1
P00128,QCR7,rim15KO,P,T30,R2,0.54076,0.93559,278630001,324414902.7
P00128,QCR7,rim15KO,P,T30,R3,0.53916,1.124,194600001,456499318.9
P00128,QCR7,WT,C,T00,R1,0.80013,0.75595,225230001,80800671.38
P00128,QCR7,WT,C,T00,R2,0.72237,0.75215,314170001,116612655.9
P00128,QCR7,WT,C,T00,R3,1.3172,1.1727,732460001,162931707.6
P00128,QCR7,WT,C,T06,R1,0.94877,1.4337,155030001,210064668
P00128,QCR7,WT,C,T06,R2,0.93064,1.4585,361750001,344322409.6
P00128,QCR7,WT,C,T06,R3,1.4652,2.1125,480200001,397178069.1
P00128,QCR7,WT,C,T16,R1,0.70055,1.6773,159440001,342940428.7
P00128,QCR7,WT,C,T16,R2,0.66475,1.7914,614220001,712474449.7
P00128,QCR7,WT,C,T16,R3,1.1677,2.3369,382140001,501649122.8
P00128,QCR7,WT,C,T30,R1,0.78737,2.0187,131260001,335608810.9
P00128,QCR7,WT,C,T30,R2,0.53564,1.4553,453610001,631065274.5
P00128,QCR7,WT,C,T30,R3,1.2213,2.3365,322450001,556740606.2
P00128,QCR7,WT,P,T00,R1,0.80013,0.75595,225230001,80800671.38
P00128,QCR7,WT,P,T00,R2,0.99715,1.017,314170001,116612655.9
P00128,QCR7,WT,P,T00,R3,1.3172,1.1727,732460001,162931707.6
P00128,QCR7,WT,P,T06,R1,1.2482,1.634,265950001,269160061.2
P00128,QCR7,WT,P,T06,R2,0.7509,1.6076,146440001,265213957.5
P00128,QCR7,WT,P,T06,R3,1.7911,2.0351,312060001,318384332.1
P00128,QCR7,WT,P,T16,R1,0.75814,1.3049,231900001,370389283.2
P00128,QCR7,WT,P,T16,R2,0.92067,1.2863,466600001,345027657.5
P00128,QCR7,WT,P,T16,R3,0.98236,1.5292,435800001,509129748.6
P00128,QCR7,WT,P,T30,R1,0.59845,1.2221,194560001,389938518.9
P00128,QCR7,WT,P,T30,R2,0.65922,1.3158,382440001,534022153.8
P00128,QCR7,WT,P,T30,R3,0.78965,1.4615,273080001,528886293.7
P00330,ADH1,rim15KO,C,T00,R1,0.91658,0.98572,46991000001,21412663333
P00330,ADH1,rim15KO,C,T00,R2,0.9443,0.96417,60111000001,22723267198
P00330,ADH1,rim15KO,C,T00,R3,0.91815,1.0491,72195000001,22074370650
P00330,ADH1,rim15KO,C,T06,R1,0.80672,1.158,20201000001,22318171478
P00330,ADH1,rim15KO,C,T06,R2,0.92398,1.1561,19178000001,25058447974
P00330,ADH1,rim15KO,C,T06,R3,0.85948,1.2636,31748000001,28154593014
P00330,ADH1,rim15KO,C,T16,R1,0.51183,1.1059,21011000001,33652102825
P00330,ADH1,rim15KO,C,T16,R2,0.6645,1.223,16038000001,34383220655
P00330,ADH1,rim15KO,C,T16,R3,0.55135,1.1304,29490000001,38431028919
P00330,ADH1,rim15KO,C,T30,R1,0.49941,1.1366,20895000001,36402539805
P00330,ADH1,rim15KO,C,T30,R2,0.72445,1.3226,12606000001,31645726308
P00330,ADH1,rim15KO,C,T30,R3,0.52023,1.5135,15010000001,30002828264
P00330,ADH1,rim15KO,P,T00,R1,0.91658,0.98572,46991000001,21412663333
P00330,ADH1,rim15KO,P,T00,R2,0.99499,1.0202,60111000001,22723267198
P00330,ADH1,rim15KO,P,T00,R3,0.91815,1.0491,72195000001,22074370650
P00330,ADH1,rim15KO,P,T06,R1,1.4568,1.29,38800000001,32687647700
P00330,ADH1,rim15KO,P,T06,R2,1.3098,1.2392,40636000001,36993894360
P00330,ADH1,rim15KO,P,T06,R3,1.3352,1.2466,36164000001,40164807680
P00330,ADH1,rim15KO,P,T16,R1,0.85999,1.1679,35421000001,47092888256
P00330,ADH1,rim15KO,P,T16,R2,1.014,1.1763,56230000001,38812466914
P00330,ADH1,rim15KO,P,T16,R3,0.71075,1.1224,37736000001,50674535413
P00330,ADH1,rim15KO,P,T30,R1,0.80167,1.2512,36128000001,53163697238
P00330,ADH1,rim15KO,P,T30,R2,0.70585,1.1797,43074000001,50151984606
P00330,ADH1,rim15KO,P,T30,R3,0.53321,1.1353,29527000001,69265443572
P00330,ADH1,WT,C,T00,R1,1.0931,0.98623,59203000001,21238920778
P00330,ADH1,WT,C,T00,R2,0.99499,1.0202,52857000001,19619298891
P00330,ADH1,WT,C,T00,R3,1.0204,0.89998,80826000001,17979300144
P00330,ADH1,WT,C,T06,R1,0.70741,1.0725,16630000001,22533544515
P00330,ADH1,WT,C,T06,R2,0.68561,1.0133,26432000001,25158617572
P00330,ADH1,WT,C,T06,R3,0.72517,1.0235,27955000001,23121851100
P00330,ADH1,WT,C,T16,R1,0.47262,1.1182,15973000001,34356418927
P00330,ADH1,WT,C,T16,R2,0.40854,1.0816,27351000001,31726235946
P00330,ADH1,WT,C,T16,R3,0.56425,1.0364,23524000001,30880813140
P00330,ADH1,WT,C,T30,R1,0.42955,1.0852,14675000001,37521402281
P00330,ADH1,WT,C,T30,R2,0.40169,1.0806,22671000001,31540047191
P00330,ADH1,WT,C,T30,R3,0.58362,1.0743,14671000001,25330877373
P00330,ADH1,WT,P,T00,R1,1.0931,0.98623,59203000001,21238920778
P00330,ADH1,WT,P,T00,R2,0.9443,0.96417,52857000001,19619298891
P00330,ADH1,WT,P,T00,R3,1.0204,0.89998,80826000001,17979300144
P00330,ADH1,WT,P,T06,R1,1.1131,1.3178,31651000001,32033032770
P00330,ADH1,WT,P,T06,R2,0.62076,1.2354,18199000001,32959770413
P00330,ADH1,WT,P,T06,R3,1.2121,1.1619,34090000001,34780881395
P00330,ADH1,WT,P,T16,R1,0.74126,1.1473,32058000001,51202844289
P00330,ADH1,WT,P,T16,R2,0.92821,1.1621,46834000001,34631430082
P00330,ADH1,WT,P,T16,R3,0.74786,1.0849,40458000001,47265652412
P00330,ADH1,WT,P,T30,R1,0.64218,1.1769,30758000001,61645399377
P00330,ADH1,WT,P,T30,R2,0.65094,1.2148,35500000001,49570616068
P00330,ADH1,WT,P,T30,R3,0.66931,1.159,34767000001,67334809232
P00331,ADH2,rim15KO,C,T00,R1,NaN,NaN,1,0.455675839
P00331,ADH2,rim15KO,C,T00,R2,NaN,NaN,1,0.37802178
P00331,ADH2,rim15KO,C,T00,R3,NaN,NaN,1,0.30576038
P00331,ADH2,rim15KO,C,T06,R1,30.821,42.234,1463300001,1616661568
P00331,ADH2,rim15KO,C,T06,R2,31.824,38.591,483920001,632301812.9
P00331,ADH2,rim15KO,C,T06,R3,NaN,NaN,1175700001,1042628041
P00331,ADH2,rim15KO,C,T16,R1,NaN,NaN,2870900001,4598154397
P00331,ADH2,rim15KO,C,T16,R2,NaN,NaN,1,2.143859624
P00331,ADH2,rim15KO,C,T16,R3,NaN,NaN,3274800001,4267681707
P00331,ADH2,rim15KO,C,T30,R1,NaN,NaN,3575800001,6229633973
P00331,ADH2,rim15KO,C,T30,R2,NaN,NaN,1,2.510370165
P00331,ADH2,rim15KO,C,T30,R3,NaN,NaN,775500001,1550112815
P00331,ADH2,rim15KO,P,T00,R1,NaN,NaN,1,0.455675839
P00331,ADH2,rim15KO,P,T00,R2,NaN,NaN,1,0.37802178
P00331,ADH2,rim15KO,P,T00,R3,NaN,NaN,1,0.30576038
P00331,ADH2,rim15KO,P,T06,R1,NaN,NaN,7351201,6193130.63
P00331,ADH2,rim15KO,P,T06,R2,NaN,NaN,61488001,55976981.33
P00331,ADH2,rim15KO,P,T06,R3,NaN,NaN,1,1.110629568
P00331,ADH2,rim15KO,P,T16,R1,NaN,NaN,20885001,27767003.14
P00331,ADH2,rim15KO,P,T16,R2,1.8545,2.3547,77035001,53173011.34
P00331,ADH2,rim15KO,P,T16,R3,NaN,NaN,25378001,34079351.56
P00331,ADH2,rim15KO,P,T30,R1,1.4285,2.302,35647001,52455889.3
P00331,ADH2,rim15KO,P,T30,R2,1.249,2.218,36580001,42590881.9
P00331,ADH2,rim15KO,P,T30,R3,NaN,NaN,19849001,46562463.46
P00331,ADH2,WT,C,T00,R1,NaN,NaN,1,0.358747374
P00331,ADH2,WT,C,T00,R2,NaN,NaN,1,0.371176928
P00331,ADH2,WT,C,T00,R3,NaN,NaN,1,0.222444512
P00331,ADH2,WT,C,T06,R1,21.064,30.849,495550001,671467108
P00331,ADH2,WT,C,T06,R2,25.484,37.553,767370001,730401346.5
P00331,ADH2,WT,C,T06,R3,NaN,NaN,45740001,37831997.58
P00331,ADH2,WT,C,T16,R1,NaN,NaN,1,2.150905836
P00331,ADH2,WT,C,T16,R2,NaN,NaN,4224200001,4899929286
P00331,ADH2,WT,C,T16,R3,NaN,NaN,351440001,461348112.6
P00331,ADH2,WT,C,T30,R1,NaN,NaN,1,2.556824687
P00331,ADH2,WT,C,T30,R2,NaN,NaN,3512800001,4887030912
P00331,ADH2,WT,C,T30,R3,NaN,NaN,1,1.726595145
P00331,ADH2,WT,P,T00,R1,NaN,NaN,1,0.358747374
P00331,ADH2,WT,P,T00,R2,NaN,NaN,1,0.371176928
P00331,ADH2,WT,P,T00,R3,NaN,NaN,1,0.222444512
P00331,ADH2,WT,P,T06,R1,NaN,NaN,33205001,33605790.82
P00331,ADH2,WT,P,T06,R2,NaN,NaN,3768101,6824316.932
P00331,ADH2,WT,P,T06,R3,NaN,NaN,6526201,6658463.565
