Protein IDs,Gene names,comparison,condition,term,estimate,std.error,statistic,p.value,qvalue,df
P38237,UBP14,genotype (per nutrient),P,samplingTime,-0.00893441956085218,0.00304780703104943,-2.931425602025675,0.00825340548854937,0.01959288085794549,NA
P38237,UBP14,genotype (per nutrient),C,samplingTime:genotypeWT,-7.367206308147562e-4,0.01168528390427057,-0.06304687475719008,0.9503550357852883,0.6740439126337247,NA
P38237,UBP14,genotype (per nutrient),P,samplingTime:genotypeWT,0.00149116385133576,0.00431025003880619,0.3459576214628997,0.7329872683187323,0.6418033710350534,NA
P50101,UBP15,genotype (per nutrient),C,genotypeWT,-0.00282285569405802,0.2062657704104881,-0.01368552663120147,0.9892164708810012,0.6760026984810059,NA
P50101,UBP15,genotype (per nutrient),P,genotypeWT,0.3711716164629224,0.1599579484887451,2.320432463467351,0.03100395984866077,0.06283101222979924,NA
P50101,UBP15,genotype (per nutrient),C,samplingTime,0.04870813226273635,0.00844897516153618,5.764975198942387,1.2173408040408448e-5,4.793709698014301e-5,NA
P50101,UBP15,genotype (per nutrient),P,samplingTime,0.01231081387759768,0.00655213286713602,1.8789017450097625,0.07491197790083266,0.1325249887800014,NA
P50101,UBP15,genotype (per nutrient),C,samplingTime:genotypeWT,-0.02702953508093136,0.01194865526159788,-2.2621403404115568,0.03497943019736822,0.06966424619447667,NA
P50101,UBP15,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01191630046465708,0.00926611516317427,-1.2860082412978493,0.21313012326591887,0.30980450935352893,NA
P43593,UBP6,genotype (per nutrient),C,genotypeWT,0.03404757546696493,0.10041280768318644,0.33907602279570564,0.7380868124876042,0.6424864176024161,NA
P43593,UBP6,genotype (per nutrient),P,genotypeWT,0.02100289864355983,0.05545442362261022,0.3787416272954715,0.7088704579710936,0.6351603810764961,NA
P43593,UBP6,genotype (per nutrient),C,samplingTime,0.01396304117320064,0.00411306886415029,3.3947987827053363,0.00287563885417258,0.00759694424783838,NA
P43593,UBP6,genotype (per nutrient),P,samplingTime,-0.00554794562080503,0.00227150169828137,-2.4424131511777585,0.02400009995020486,0.05021210248183097,NA
P43593,UBP6,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00742073866305885,0.00581675777065584,-1.2757517083648735,0.21666188698902336,0.3138247371836117,NA
P43593,UBP6,genotype (per nutrient),P,samplingTime:genotypeWT,7.685339196009302e-4,0.00321238850866303,0.2392406514742474,0.8133535802490285,0.6581169865530653,NA
P17649,UGA1,genotype (per nutrient),C,genotypeWT,0.23979187932355076,0.17813442499179646,1.346128797589763,0.1933217058809697,0.2870915167641946,NA
P17649,UGA1,genotype (per nutrient),P,genotypeWT,0.32238680751895604,0.3023629230886937,1.066224668771272,0.29902480265218867,0.398000223514284,NA
P17649,UGA1,genotype (per nutrient),C,samplingTime,0.023244938011881,0.00729667035482922,3.185691127802779,0.00464540733836534,0.01169713475863681,NA
P17649,UGA1,genotype (per nutrient),P,samplingTime,0.01642309635126038,0.01238526790878507,1.3260186596053534,0.1997793779571656,0.29447585337667564,NA
P17649,UGA1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.02342625383002151,0.01031905017596518,-2.270194778642053,0.03440353212256553,0.0686764922773291,NA
P17649,UGA1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.0023635624261499,0.01751541385022811,-0.13494185443520784,0.8940066754736898,0.6703406643763598,NA
P38067,UGA2,genotype (per nutrient),C,genotypeWT,0.22742003027909072,0.29100938696780515,0.7814869226340474,0.4436695160970619,0.5127318530335365,NA
P38067,UGA2,genotype (per nutrient),P,genotypeWT,0.6713122372874422,0.26755734884099336,2.50904054848591,0.0208273427160661,0.04432980126391748,NA
P38067,UGA2,genotype (per nutrient),C,samplingTime,0.03152926134964927,0.01192020894873518,2.645025895539754,0.01553351010656575,0.03428589270654474,NA
P38067,UGA2,genotype (per nutrient),P,samplingTime,-0.00487831878006723,0.01095957603699949,-0.4451192969142276,0.6610137801918818,0.6204131280675816,NA
P38067,UGA2,genotype (per nutrient),C,samplingTime:genotypeWT,-8.265986404609046e-4,0.01685772116162242,-0.04903383040542301,0.9613787112258868,0.674810803286301,NA
P38067,UGA2,genotype (per nutrient),P,samplingTime:genotypeWT,0.02408395381156613,0.01549918106938386,1.5538855700666732,0.13589375958684688,0.21702114348680995,NA
P32861,UGP1,genotype (per nutrient),C,genotypeWT,0.1068631322534004,0.1502822585648922,0.7110828202469202,0.48524409468881113,0.5390853613459741,NA
P32861,UGP1,genotype (per nutrient),P,genotypeWT,0.4765732068158683,0.13567703331250322,3.512556216630881,0.00219049460470861,0.00595161200066187,NA
P32861,UGP1,genotype (per nutrient),C,samplingTime,0.00891482193405266,0.00615580116520278,1.448198487054121,0.16305800884737884,0.251083530912896,NA
P32861,UGP1,genotype (per nutrient),P,samplingTime,2.4686801160076833e-4,0.00555754782854639,0.04442031255812657,0.9650098900315992,0.6748659112874248,NA
P32861,UGP1,genotype (per nutrient),C,samplingTime:genotypeWT,7.823938818666848e-4,0.00870561749510187,0.08987230168415859,0.929282637524206,0.6725133123583783,NA
P32861,UGP1,genotype (per nutrient),P,samplingTime:genotypeWT,0.00178275826842628,0.00785955951266745,0.22682674080563509,0.822860822719139,0.6599277977799101,NA
P07259,URA2,genotype (per nutrient),C,genotypeWT,-0.0993039584682528,0.06646655044053358,-1.4940441140705545,0.15077442215210946,0.2360087162005958,NA
P07259,URA2,genotype (per nutrient),P,genotypeWT,0.14000561207597786,0.15870464263087086,0.882177167315862,0.3881610467844423,0.47335091200406976,NA
P07259,URA2,genotype (per nutrient),C,samplingTime,0.00703141534227139,0.0027225759883837,2.5826332753510046,0.01778181215065324,0.03860196579647706,NA
P07259,URA2,genotype (per nutrient),P,samplingTime,0.00886566717785121,0.00650079545888881,1.363781899294926,0.18779002233546813,0.2805108287680243,NA
P07259,URA2,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00197914980911361,0.00385030388736356,-0.5140243126286876,0.6128678870021991,0.6018136103228858,NA
P07259,URA2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00336043928432933,0.00919351310417399,-0.36552286881536544,0.7185584932577507,0.6382583486149073,NA
P03962,URA3,genotype (per nutrient),C,genotypeWT,-0.2067405700364915,0.13045025528089788,-1.5848230391831588,0.12869177219332625,0.20780858867036375,NA
P03962,URA3,genotype (per nutrient),P,genotypeWT,-0.11791779224629044,0.05506140505713241,-2.1415688924744556,0.04472388554512143,0.08614247667704261,NA
P03962,URA3,genotype (per nutrient),C,samplingTime,0.02289093868890828,0.00534345065829845,4.283924406293213,3.622169025638791e-4,0.00115548261517902,NA
P03962,URA3,genotype (per nutrient),P,samplingTime,-0.00420722678493615,0.00225540303057156,-1.8653991006964037,0.0768644378714318,0.13540080026942172,NA
P03962,URA3,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01255553834229341,0.00755678039083711,-1.6614930820958462,0.11221027682933012,0.185730998470852,NA
P03962,URA3,genotype (per nutrient),P,samplingTime:genotypeWT,-0.0061398786531,0.00318962155445169,-1.9249552175024305,0.06857688047526252,0.12299655554226915,NA
P20051,URA4,genotype (per nutrient),C,genotypeWT,0.06478175418467756,0.08972776758600824,0.7219811205330751,0.4786631672789262,0.5348675270016873,NA
P20051,URA4,genotype (per nutrient),P,genotypeWT,-0.08129912389087474,0.07783355862769012,-1.0445253348849413,0.3087037031152032,0.4070525782833991,NA
P20051,URA4,genotype (per nutrient),C,samplingTime,-0.00604623037727861,0.00367539256816858,-1.6450570286404522,0.11558450417999752,0.1902722935834281,NA
P20051,URA4,genotype (per nutrient),P,samplingTime,0.00106591181177512,0.00318818678576969,0.334331669817077,0.7416098273962696,0.6429825992494113,NA
P20051,URA4,genotype (per nutrient),C,samplingTime:genotypeWT,0.00643848400917093,0.00519779001694928,1.238696443714715,0.22979977438513016,0.3275014626104759,NA
P20051,URA4,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00883627941076792,0.00450877699181418,-1.959795178783612,0.06410376583403003,0.11622104974558996,NA
P13298,URA5,genotype (per nutrient),C,genotypeWT,-0.06683679251696509,0.07295007881482832,-0.9161990446455748,0.3704783752541097,0.4602044632621754,NA
P13298,URA5,genotype (per nutrient),P,genotypeWT,-0.05078676274026212,0.06138697016781068,-0.8273215407346011,0.4178172426867963,0.49459000944460446,NA
P13298,URA5,genotype (per nutrient),C,samplingTime,0.00674241911720676,0.00298815165847435,2.2563845105001104,0.0353963852236291,0.07041001701959022,NA
P13298,URA5,genotype (per nutrient),P,samplingTime,-0.01634428528696368,0.00251450827327102,-6.499992646952805,2.455501276732197e-6,1.0219314701079098e-5,NA
P13298,URA5,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01271311583958276,0.00422588460184209,-3.008391623860486,0.006943451941525,0.01679423076319664,NA
P13298,URA5,genotype (per nutrient),P,samplingTime:genotypeWT,2.9756079351970865e-4,0.00355605170275924,0.08367729673019732,0.9341448960903528,0.6728920387657955,NA
P15700,URA6,genotype (per nutrient),C,genotypeWT,-0.04293630903124726,0.07911239248853548,-0.5427254527471072,0.5933160264520466,0.5943638090994516,NA
P15700,URA6,genotype (per nutrient),P,genotypeWT,-0.1704186117930909,0.04065408584971165,-4.191918431595963,4.491247897722054e-4,0.00140622885636954,NA
P15700,URA6,genotype (per nutrient),C,samplingTime,0.00200275644509283,0.00324056986176195,0.6180260048471551,0.5435325056318081,0.5719059215176089,NA
P15700,URA6,genotype (per nutrient),P,samplingTime,-0.0055737471550504,0.00166525624138026,-3.347080777448734,0.00320967557485907,0.00836509562127784,NA
P15700,URA6,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00187796587595758,0.00458285784832125,-0.4097805208262144,0.6863228488249113,0.6288259884880876,NA
P15700,URA6,genotype (per nutrient),P,samplingTime:genotypeWT,-4.713181680601014e-4,0.00235502796138641,-0.2001327269943051,0.8433977538053335,0.6637837853398627,NA
P28274,URA7,genotype (per nutrient),C,genotypeWT,0.03089446316442973,0.05364467375211411,0.5759092376475158,0.5711008213126076,0.5848072017558047,NA
P28274,URA7,genotype (per nutrient),P,genotypeWT,0.08938323833975334,0.1412445632448974,0.6328260450264261,0.5340166153660975,0.5670985196472579,NA
P28274,URA7,genotype (per nutrient),C,samplingTime,-0.00896396475264311,0.00219737145517809,-4.0794034761485545,5.843019384381887e-4,0.00178749503658471,NA
P28274,URA7,genotype (per nutrient),P,samplingTime,-0.03041347870231012,0.00578560274049951,-5.256751987033987,3.820026654557657e-5,1.4191174819883637e-4,NA
P28274,URA7,genotype (per nutrient),C,samplingTime:genotypeWT,0.0064637149040123,0.00310755251348435,2.080001826506492,0.05059779232217483,0.095496385445543,NA
P28274,URA7,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00157753139892393,0.00818207786211736,-0.1928032738759217,0.8490574329567452,0.6645215682289649,NA
P38627,URA8,genotype (per nutrient),C,genotypeWT,0.07346679447063975,0.11903787756671086,0.6171715757403999,0.5440846353994098,0.5721235710044252,NA
P38627,URA8,genotype (per nutrient),P,genotypeWT,0.08673125039690595,0.15779618442140153,0.5496409860284479,0.5886513282408308,0.5923012168610462,NA
P38627,URA8,genotype (per nutrient),C,samplingTime,0.03806043998365162,0.00487598145267434,7.805698268761146,1.7006945689096968e-7,7.432655159963491e-7,NA
P38627,URA8,genotype (per nutrient),P,samplingTime,0.01438779432309258,0.00646358356070607,2.225977925087873,0.03767569329982218,0.0742689299207021,NA
P38627,URA8,genotype (per nutrient),C,samplingTime:genotypeWT,-0.0228075137043673,0.00689567910025172,-3.3075079876519653,0.00351527292155495,0.00906883131733798,NA
P38627,URA8,genotype (per nutrient),P,samplingTime:genotypeWT,-6.997871182333996e-5,0.00914088753308231,-0.00765557081520541,0.9939676468333944,0.6760026984810059,NA
P53254,UTP22,genotype (per nutrient),C,genotypeWT,-0.03820796872882303,0.108218238342236,-0.3530640427539746,0.7277344069999143,0.640391244835383,NA
P53254,UTP22,genotype (per nutrient),P,genotypeWT,0.14665147667497827,0.2032308832801236,0.7216003508327078,0.478892206858064,0.5349750074635164,NA
P53254,UTP22,genotype (per nutrient),C,samplingTime,-0.00754147718785319,0.00443279176161486,-1.7012929082655204,0.10438446799587132,0.17500179957573797,NA
P53254,UTP22,genotype (per nutrient),P,samplingTime,-0.03248259531336885,0.00832466134091783,-3.901971982176456,8.8468516791016e-4,0.00260508167052873,NA
P53254,UTP22,genotype (per nutrient),C,samplingTime:genotypeWT,8.822871098982724e-4,0.00626891422845146,0.14074001936316383,0.8894831866998352,0.6697612908455672,NA
P53254,UTP22,genotype (per nutrient),P,samplingTime:genotypeWT,0.00223829861910478,0.01177284897048899,0.19012378607043456,0.8511285978849786,0.6648382901927412,NA
P38882,UTP9,genotype (per nutrient),C,genotypeWT,-0.00732068072442526,0.08308999041075404,-0.08810544673594974,0.930669103634398,0.672688562856557,NA
P38882,UTP9,genotype (per nutrient),P,genotypeWT,0.08739091806651855,0.15048710069779012,0.5807203252723832,0.5679156593396226,0.5832981505011708,NA
P38882,UTP9,genotype (per nutrient),C,samplingTime,0.00374007071671785,0.00340349862100553,1.0988900344002153,0.2848689336758041,0.38371615011077453,NA
P38882,UTP9,genotype (per nutrient),P,samplingTime,-0.00714164719388157,0.00616419182589964,-1.158569914043725,0.26027898173916925,0.3588449079161831,NA
P38882,UTP9,genotype (per nutrient),C,samplingTime:genotypeWT,-6.704856274701254e-4,0.00481327390934415,-0.13929928778175113,0.8906068306501266,0.6701233601310257,NA
P38882,UTP9,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00380261659298773,0.00871748368125664,-0.43620575982994825,0.6673597993320253,0.6220274240155335,NA
P39968,VAC8,genotype (per nutrient),C,genotypeWT,0.00573577458718223,0.1257683280601685,0.04560587451268493,0.9640766874996124,0.6748178329692731,NA
P39968,VAC8,genotype (per nutrient),P,genotypeWT,0.10312189787504258,0.11619657593488364,0.8874779402521457,0.3853701175495773,0.4706879072100017,NA
P39968,VAC8,genotype (per nutrient),C,samplingTime,0.0157547590017991,0.00515167144686003,3.058183963071192,0.00620547577897983,0.0151898252519571,NA
P39968,VAC8,genotype (per nutrient),P,samplingTime,0.00415388215225238,0.00475959720304356,0.8727381698594466,0.3931635334953372,0.4767677085410208,NA
P39968,VAC8,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00789090035465881,0.00728556362903967,-1.083087151034728,0.29165528083183073,0.3906279151311165,NA
P39968,VAC8,genotype (per nutrient),P,samplingTime:genotypeWT,0.00368618287925934,0.00673108691597725,0.5476356085240307,0.5900021273249685,0.5930369825052777,NA
P07806,VAS1,genotype (per nutrient),C,genotypeWT,0.04250031034347794,0.03010002530924207,1.4119692560666526,0.17332937796007356,0.26347399677086075,NA
P07806,VAS1,genotype (per nutrient),P,genotypeWT,0.01032134298117124,0.0961357261229784,0.10736219923036738,0.9155713490414932,0.6718302060332567,NA
P07806,VAS1,genotype (per nutrient),C,samplingTime,0.00229248873344762,0.0012329450770881,1.859359979652856,0.07775203522700937,0.13671519205422591,NA
P07806,VAS1,genotype (per nutrient),P,samplingTime,-0.01845352841799425,0.003937872777111,-4.686166735821407,1.4190297485933265e-4,4.8710421332221816e-4,NA
P07806,VAS1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00243888576523784,0.00174364764967913,-1.3987262654164327,0.17721145487996828,0.2680055872528923,NA
P07806,VAS1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00214510960419669,0.00556899308829018,-0.38518805288287694,0.7041640726307906,0.6340343256030303,NA
Q06685,VIP1,genotype (per nutrient),C,genotypeWT,-0.06947634623283659,0.12424297188932557,-0.5591973950423968,0.582235449337093,0.5899528477742546,NA
Q06685,VIP1,genotype (per nutrient),P,genotypeWT,-0.17512574626698266,0.14952107287381677,-1.171244580453045,0.2552660481958874,0.3538900104358786,NA
Q06685,VIP1,genotype (per nutrient),C,samplingTime,-0.01808732746632589,0.00508919042359426,-3.554067731965827,0.00198954635908093,0.00545547127801738,NA
Q06685,VIP1,genotype (per nutrient),P,samplingTime,-0.00537958429579908,0.00612462178442421,-0.8783537147518459,0.3901823550741633,0.47448988197644326,NA
Q06685,VIP1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00412480715737521,0.00719720211854628,0.5731125914535743,0.5729565285670518,0.5854977859338767,NA
Q06685,VIP1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00714268506212082,0.00866152319193843,-0.8246453774745713,0.41929998174807726,0.49579293876129127,NA
P17255,VMA1,genotype (per nutrient),C,genotypeWT,-0.0622005626199462,0.05127250471251987,-1.213136806338971,0.23921167755626227,0.3374403962160893,NA
P17255,VMA1,genotype (per nutrient),P,genotypeWT,0.06730009045171872,0.03706910602697495,1.8155304420544935,0.08446695644384536,0.14645755021494516,NA
P17255,VMA1,genotype (per nutrient),C,samplingTime,0.0084619371016041,0.00210020362527296,4.029103178271256,6.57239765820495e-4,0.00198955387686946,NA
P17255,VMA1,genotype (per nutrient),P,samplingTime,-0.00502680922244794,0.00151840974612013,-3.3105749191168843,0.00349060499350666,0.00901020220399054,NA
P17255,VMA1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00574276124377652,0.00297013645060616,-1.9335008136089191,0.06745486053517862,0.12135126630469288,NA
P17255,VMA1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00537890091864795,0.00214735565620257,-2.504895219900415,0.02101268491031079,0.04465873135023547,NA
P48836,VMA10,genotype (per nutrient),C,genotypeWT,0.09885640092118415,0.09082163065776196,1.0884675842663425,0.2893317010176225,0.3880600337788089,NA
P48836,VMA10,genotype (per nutrient),P,genotypeWT,0.02257013300433435,0.06248836634706547,0.3611893592957447,0.7217452513656746,0.6390202804471801,NA
P48836,VMA10,genotype (per nutrient),C,samplingTime,0.01763655611595357,0.00372019894542146,4.7407561731770524,1.2503169563610084e-4,4.333590488772071e-4,NA
P48836,VMA10,genotype (per nutrient),P,samplingTime,-0.00352462132894047,0.00255962321863019,-1.377007874942905,0.18372855465757792,0.27599013605508216,NA
P48836,VMA10,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01546151878496678,0.00526115580334112,-2.938806483386764,0.0081181292017336,0.01931634693024216,NA
P48836,VMA10,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00494858603632337,0.00361985387035189,-1.3670679020648735,0.18677434591771505,0.2794074686362087,NA
P41807,VMA13,genotype (per nutrient),C,genotypeWT,-0.00136457836145483,0.05237653321637982,-0.02605323945014538,0.979473080365441,0.6755062805673618,NA
P41807,VMA13,genotype (per nutrient),P,genotypeWT,0.09156338169280157,0.1131435665510832,0.8092672388178748,0.4278846988181815,0.502125870229136,NA
P41807,VMA13,genotype (per nutrient),C,samplingTime,0.01434509761125982,0.0021454263948492,6.686362042389278,1.6541941583177095e-6,6.96186900561563e-6,NA
P41807,VMA13,genotype (per nutrient),P,samplingTime,-0.0089680244118547,0.00463454106600088,-1.9350404461068136,0.06725444619475315,0.12105536649677956,NA
P41807,VMA13,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01050887759749038,0.00303409110466896,-3.463599883773747,0.00245327244351423,0.00658308338987145,NA
P41807,VMA13,genotype (per nutrient),P,samplingTime:genotypeWT,-7.079153293372558e-4,0.00655423083091351,-0.1080089102138912,0.915064847642968,0.6718302060332567,NA
P16140,VMA2,genotype (per nutrient),C,genotypeWT,-0.01918933001772338,0.03437039056123557,-0.5583099203814679,0.5828297895990304,0.5903341967695995,NA
P16140,VMA2,genotype (per nutrient),P,genotypeWT,0.03448989052074946,0.02843896807402389,1.2127687063389785,0.2393493324089081,0.33755247240289865,NA
P16140,VMA2,genotype (per nutrient),C,samplingTime,8.469317853918198e-4,0.00140786605342352,0.6015712811118108,0.5542180177466911,0.5773098894004953,NA
P16140,VMA2,genotype (per nutrient),P,samplingTime,-0.00371090354511383,0.00116490552164311,-3.1855832736371275,0.0046465499750996,0.01169852151202919,NA
P16140,VMA2,genotype (per nutrient),C,samplingTime:genotypeWT,0.00190737917471906,0.00199102326675623,0.9579893949840964,0.3495064457770345,0.4425420958999759,NA
P16140,VMA2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00503738815766371,0.00164742518759099,-3.057734090511151,0.00621179058502144,0.0151997802764249,NA
P22203,VMA4,genotype (per nutrient),C,genotypeWT,0.00100379451503928,0.06706831198656717,0.0149667478620951,0.9882070066471342,0.6759762348457726,NA
P22203,VMA4,genotype (per nutrient),P,genotypeWT,-0.01508846879126012,0.04977839059377945,-0.30311282890583546,0.7649342638663184,0.6474588504126008,NA
P22203,VMA4,genotype (per nutrient),C,samplingTime,0.0053639224088768,0.00274722510173628,1.9524874046494192,0.06501995576596561,0.11761744304842484,NA
P22203,VMA4,genotype (per nutrient),P,samplingTime,-0.00824716616623976,0.00203900232632444,-4.044706599774365,6.336903769724504e-4,0.00192437264835144,NA
P22203,VMA4,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00328832099207993,0.00388516299776725,-0.8463791593736691,0.40735470704523746,0.4870012169961128,NA
P22203,VMA4,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00220109560495328,0.00288358474359832,-0.7633192018510315,0.45418362453806327,0.5198796024427114,NA
P31412,VMA5,genotype (per nutrient),C,genotypeWT,-0.04525232660234592,0.06218477044463683,-0.7277075444482684,0.47522640193437615,0.5328167077531433,NA
P31412,VMA5,genotype (per nutrient),P,genotypeWT,-0.02670894430443704,0.04958166150137971,-0.538685947498831,0.5960491804537545,0.5954369395828456,NA
P31412,VMA5,genotype (per nutrient),C,samplingTime,0.01390253920095994,0.00254718744591977,5.457996121655588,2.42101330075996e-5,9.229648596142022e-5,NA
P31412,VMA5,genotype (per nutrient),P,samplingTime,-0.00553994976263226,0.00203094398871501,-2.7277708264802567,0.01296442350782015,0.02918743515705097,NA
P31412,VMA5,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00964743974872885,0.00360226703192623,-2.678157855379784,0.01445168637489467,0.03210579384166462,NA
P31412,VMA5,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00232351949431782,0.00287218853326088,-0.8089717883804305,0.4280507035707688,0.5022163234536645,NA
P32366,VMA6,genotype (per nutrient),C,genotypeWT,-0.14293135666466847,0.07032899944705738,-2.0323246141481803,0.05561484579710617,0.10348498745544034,NA
P32366,VMA6,genotype (per nutrient),P,genotypeWT,-0.03115316153736764,0.05720696618967193,-0.5445693699973201,0.5920704776477337,0.5937570732000671,NA
P32366,VMA6,genotype (per nutrient),C,samplingTime,0.00605881623069566,0.00288078806425976,2.1031801352774986,0.04830922223549754,0.09187790263698828,NA
P32366,VMA6,genotype (per nutrient),P,samplingTime,-9.405971839780648e-4,0.00234328863893163,-0.4014004798004338,0.6923818987054061,0.6305300135150669,NA
P32366,VMA6,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00649269710931051,0.00407404955079869,-1.5936716106061226,0.12669154051524337,0.20525015859494256,NA
P32366,VMA6,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00430306210458425,0.00331391057373191,-1.2984846780999335,0.20889443926911852,0.30521109752412623,NA
P32610,VMA8,genotype (per nutrient),C,genotypeWT,-0.11023838632610684,0.08445298718824636,-1.305322523173569,0.20660102764360644,0.3023791098927311,NA
P32610,VMA8,genotype (per nutrient),P,genotypeWT,-0.0453977986011009,0.08983352122610656,-0.50535477159842,0.6188335445206055,0.6043105589022771,NA
P32610,VMA8,genotype (per nutrient),C,samplingTime,-0.00670087438705067,0.00345932914438985,-1.9370444694219928,0.06699437179490325,0.12065277423018626,NA
P32610,VMA8,genotype (per nutrient),P,samplingTime,-0.00667160417348809,0.00367972440605256,-1.8130716970309957,0.08485818640984681,0.1470369940166531,NA
P32610,VMA8,genotype (per nutrient),C,samplingTime:genotypeWT,0.00316841754735655,0.00489223019270863,0.6476427769238572,0.5245814485342182,0.5613836592639921,NA
P32610,VMA8,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00127731710195104,0.00520391616083481,-0.24545305160068803,0.8086067813612168,0.6573211969553283,NA
P32563,VPH1,genotype (per nutrient),C,genotypeWT,-0.12210317540141598,0.12147737923197852,-1.0051515448669863,0.3268308408928423,0.42245430678028345,NA
P32563,VPH1,genotype (per nutrient),P,genotypeWT,0.04646443180814175,0.0961429100739202,0.48328505734242105,0.6341418780354572,0.6101769685548923,NA
P32563,VPH1,genotype (per nutrient),C,samplingTime,0.01889862194973314,0.00497590733439168,3.798025300654751,0.00112770796153105,0.00325216939153358,NA
P32563,VPH1,genotype (per nutrient),P,samplingTime,0.00271036147739515,0.00393816704320735,0.6882291806463754,0.4992140878413077,0.5479533268520327,NA
P32563,VPH1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00726325866767237,0.00703699563740846,-1.0321533566201324,0.31432099997294277,0.41179112616204194,NA
P32563,VPH1,genotype (per nutrient),P,samplingTime:genotypeWT,2.473452509039367e-4,0.00556940924339459,0.04441139806655296,0.965016907176368,0.6748659112874248,NA
P21576,VPS1,genotype (per nutrient),C,genotypeWT,0.02380804559051279,0.04986486521492982,0.47745131743351293,0.6382170744507305,0.6117383899001475,NA
P21576,VPS1,genotype (per nutrient),P,genotypeWT,0.08567164633197666,0.0727729136086505,1.1772463418558643,0.2529176510618393,0.35141093953173874,NA
P21576,VPS1,genotype (per nutrient),C,samplingTime,0.00322343314693886,0.0020425444648225,1.578145887374346,0.13021857530612777,0.20976298887112693,NA
P21576,VPS1,genotype (per nutrient),P,samplingTime,-0.01016867823167382,0.00298089468886904,-3.4112839576804452,0.00276835869083973,0.00734783678534578,NA
P21576,VPS1,genotype (per nutrient),C,samplingTime:genotypeWT,-9.873473263551946e-4,0.00288859408390207,-0.3418089553868467,0.7360600972771476,0.6423712819383397,NA
P21576,VPS1,genotype (per nutrient),P,samplingTime:genotypeWT,-8.831789670100997e-4,0.00421562169700453,-0.2095014758173519,0.8361760634883428,0.66233426152135,NA
Q07878,VPS13,genotype (per nutrient),C,genotypeWT,0.08592618265900205,0.10827693657677052,0.7935778881043486,0.4367557933574024,0.5084720927437009,NA
Q07878,VPS13,genotype (per nutrient),P,genotypeWT,0.1080830054119677,0.15510214312127288,0.6968504963046103,0.4939171665245131,0.5442378016318324,NA
Q07878,VPS13,genotype (per nutrient),C,samplingTime,0.00809035660913995,0.0044351961349853,1.8241260054594548,0.08311156538385765,0.14460461600456762,NA
Q07878,VPS13,genotype (per nutrient),P,samplingTime,-0.01304429318707685,0.00635323132929297,-2.0531745990317196,0.05336829279231831,0.09988962711644096,NA
Q07878,VPS13,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00650286053266959,0.00627231452588094,-1.0367561297886707,0.3122227863947743,0.4102449022078461,NA
Q07878,VPS13,genotype (per nutrient),P,samplingTime:genotypeWT,-3.2211411506961586e-4,0.00898482591077977,-0.0358509022064803,0.9717566601472548,0.6749025160315091,NA
P38759,VPS29,genotype (per nutrient),C,genotypeWT,-0.04553556629568402,0.10074874832942142,-0.4519715336491816,0.6561530492413812,0.6184531678676879,NA
P38759,VPS29,genotype (per nutrient),P,genotypeWT,-0.12652458984397832,0.06119427452991122,-2.0675886889080486,0.05186321049793099,0.0975052514665441,NA
P38759,VPS29,genotype (per nutrient),C,samplingTime,-0.00344114611140844,0.00412682952919007,-0.8338474092686359,0.4142155213978628,0.4921402872304522,NA
P38759,VPS29,genotype (per nutrient),P,samplingTime,-0.00931783993341848,0.00250661515239542,-3.717299771572016,0.00136124677261401,0.00386512354246829,NA
P38759,VPS29,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00237611511200639,0.00583621828978236,-0.4071326660564299,0.6882350162573398,0.6293140779268787,NA
P38759,VPS29,genotype (per nutrient),P,samplingTime:genotypeWT,4.982653044978065e-4,0.00354488914416751,0.14055878314773626,0.8896245219213628,0.6697850193056359,NA
