Protein IDs,Gene names,comparison,condition,term,estimate,std.error,statistic,p.value,qvalue,df
P38879,EGD2,genotype (per nutrient),P,samplingTime:genotypeWT,0.00661471421300708,0.00681822588465258,0.970151814403275,0.34355811033907024,0.437726461704627,NA
P38295,EHT1,genotype (per nutrient),C,genotypeWT,-0.25568896977918004,0.2329027835882741,-1.0978356112359198,0.285318134329367,0.3842081308225369,NA
P38295,EHT1,genotype (per nutrient),P,genotypeWT,0.03934526658484948,0.09164742929341592,0.4293111862295967,0.6722860709157118,0.6238163074572394,NA
P38295,EHT1,genotype (per nutrient),C,samplingTime,-0.01737962863597254,0.00954006973466261,-1.821750691488753,0.08348420851143547,0.1451332345051602,NA
P38295,EHT1,genotype (per nutrient),P,samplingTime,-0.01343592022336394,0.0037540249755339,-3.5790705471939654,0.00187740194071536,0.00517610798662444,NA
P38295,EHT1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01831916743904254,0.01349169600474495,-1.3578105697459966,0.18964693489647105,0.2826524983591136,NA
P38295,EHT1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01387539316888701,0.00530899303388737,-2.6135640186981197,0.01663137048650891,0.03640441598379417,NA
Q05050,EIS1,genotype (per nutrient),C,genotypeWT,-0.0481981493239758,0.26141242964897415,-0.18437588981019956,0.8555752642267659,0.665332872480922,NA
Q05050,EIS1,genotype (per nutrient),P,genotypeWT,0.23625534365598697,0.1990939160729832,1.186652753213118,0.2492697166032223,0.3476989267591364,NA
Q05050,EIS1,genotype (per nutrient),C,samplingTime,0.06135350336852521,0.01070787033944388,5.729757778493199,1.3165464625526431e-5,5.16857442113015e-5,NA
Q05050,EIS1,genotype (per nutrient),P,samplingTime,-0.00695384830357788,0.00815520456140633,-0.8526883968657581,0.4039283143993255,0.4844778718094006,NA
Q05050,EIS1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.02054042845443589,0.01514321545817413,-1.3564112926458036,0.19008416927058075,0.2832082562542716,NA
Q05050,EIS1,genotype (per nutrient),P,samplingTime:genotypeWT,0.02241292647794549,0.01153320089466776,1.943339640282155,0.06618319347257491,0.11940509842314886,NA
P25574,EMC1,genotype (per nutrient),C,genotypeWT,-0.00961680690480802,0.11619015614443706,-0.08276782839376927,0.9348589357235682,0.6730419956772259,NA
P25574,EMC1,genotype (per nutrient),P,genotypeWT,0.0743559994105401,0.11356894738386077,0.6547212167003567,0.5201065958463892,0.559176990460628,NA
P25574,EMC1,genotype (per nutrient),C,samplingTime,-0.00791966514720802,0.00475933423818071,-1.6640279398060005,0.11169739470528428,0.18508174319662063,NA
P25574,EMC1,genotype (per nutrient),P,samplingTime,-0.01171759188613049,0.0046519653438303,-2.518847631070816,0.02039494075238879,0.04354129290797411,NA
P25574,EMC1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00206343480549531,0.00673071502750179,0.3065699256414941,0.7623395709521932,0.6468894080209113,NA
P25574,EMC1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00597775644985853,0.00657887248093443,-0.9086293232133722,0.3743654588540888,0.4628765860572831,NA
Q04409,EMI2,genotype (per nutrient),C,genotypeWT,0.00612492969724843,0.16277621454689026,0.03762791581250373,0.9703574060662474,0.6749025160315091,NA
Q04409,EMI2,genotype (per nutrient),P,genotypeWT,0.08132846649942246,0.0778124451355813,1.0451858485839225,0.3084058283205793,0.4067291609783625,NA
Q04409,EMI2,genotype (per nutrient),C,samplingTime,0.01855862980288766,0.00666757354290341,2.7834158383810266,0.01146975569256225,0.02622971068743639,NA
Q04409,EMI2,genotype (per nutrient),P,samplingTime,-0.00110208709775373,0.00318732194343523,-0.3457721301180924,0.7331245599432253,0.6418658880221958,NA
Q04409,EMI2,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00595832480425717,0.00942937293249403,-0.631889824160473,0.5346158787372837,0.5674397364381337,NA
Q04409,EMI2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00371495081380248,0.00450755392005548,-0.8241611480837825,0.41956862648939874,0.4959545901749042,NA
P32803,EMP24,genotype (per nutrient),C,genotypeWT,-0.05319013693282063,0.16837309063145758,-0.3159064000864933,0.7553465991571954,0.6458223093424843,NA
P32803,EMP24,genotype (per nutrient),P,genotypeWT,0.08150294248978118,0.0846747893795915,0.9625408351995878,0.3472722558768506,0.440661890613512,NA
P32803,EMP24,genotype (per nutrient),C,samplingTime,0.02125335584489357,0.00689683052008677,3.0816120220721563,0.00588507051812931,0.01448808727565072,NA
P32803,EMP24,genotype (per nutrient),P,samplingTime,-0.01793600603868682,0.00346841451614939,-5.171240621665719,4.642380794029886e-5,1.7058999047717843e-4,NA
P32803,EMP24,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01915076262235053,0.00975359125889539,-1.96345757311542,0.06364893189844426,0.11556991408050576,NA
P32803,EMP24,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00613971954797317,0.00490507884867019,-1.2517065958353946,0.225119136328852,0.3226001615546174,NA
P43555,EMP47,genotype (per nutrient),C,genotypeWT,-0.08779023648462307,0.13272413671928812,-0.6614489169388958,0.5158731849552349,0.5571568435286102,NA
P43555,EMP47,genotype (per nutrient),P,genotypeWT,0.13212995194444715,0.12115021843261746,1.09062908555907,0.2884020288276832,0.3871173354681202,NA
P43555,EMP47,genotype (per nutrient),C,samplingTime,0.01570888731302272,0.0054365924711887,2.8894730286060937,0.00906444401158784,0.0213206208534266,NA
P43555,EMP47,genotype (per nutrient),P,samplingTime,-0.02794628456033411,0.00496250630589272,-5.63148595441568,1.6394549248028968e-5,6.374774182261982e-5,NA
P43555,EMP47,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01184582155508403,0.00768850280585052,-1.5407188960209544,0.13905892948727175,0.22092003893053544,NA
P43555,EMP47,genotype (per nutrient),P,samplingTime:genotypeWT,0.00296080977227171,0.00701804372115549,0.42188534154418617,0.6776089329616368,0.6255656322741526,NA
P00924,ENO1,genotype (per nutrient),C,genotypeWT,-0.02892108334168976,0.2631734365466826,-0.109893626504207,0.913588958101183,0.6718302060332567,NA
P00924,ENO1,genotype (per nutrient),P,genotypeWT,0.09650056489787552,0.3648971559125235,0.2644596246757525,0.7941319259630057,0.6542381788484599,NA
P00924,ENO1,genotype (per nutrient),C,samplingTime,0.00288530594036701,0.01078000399258673,0.26765351314815866,0.7917068678898367,0.6537647748640076,NA
P00924,ENO1,genotype (per nutrient),P,samplingTime,8.13488232988219e-4,0.01494676989150761,0.05442568788393689,0.9571360202825568,0.6743672178391714,NA
P00924,ENO1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00127386729696038,0.01524522784875226,0.08355842953601013,0.934238217594346,0.6728920387657955,NA
P00924,ENO1,genotype (per nutrient),P,samplingTime:genotypeWT,0.0124631267877489,0.02113792469423991,0.589609763873608,0.5620546155825064,0.5809858216130129,NA
P00925,ENO2,genotype (per nutrient),C,genotypeWT,-0.04167625900947291,0.05044767978836647,-0.8261283607949736,0.4184779177358148,0.49506893188476214,NA
P00925,ENO2,genotype (per nutrient),P,genotypeWT,-0.1787965935388081,0.05237952631100785,-3.413482444976464,0.0027543517986031,0.00731233269537955,NA
P00925,ENO2,genotype (per nutrient),C,samplingTime,-0.00435022115096496,0.00206641747993765,-2.1051995510104833,0.04811432604626464,0.09154434204114528,NA
P00925,ENO2,genotype (per nutrient),P,samplingTime,-0.00415807804250572,0.00214554899678222,-1.938001904753409,0.06687043423832917,0.12046697945699172,NA
P00925,ENO2,genotype (per nutrient),C,samplingTime:genotypeWT,0.00238190954960028,0.00292235562565266,0.815064918414344,0.4246353258527942,0.4999312622146654,NA
P00925,ENO2,genotype (per nutrient),P,samplingTime:genotypeWT,0.00120169642392249,0.00303426448998541,0.3960420813309756,0.6962673694167065,0.6317494091769357,NA
Q04660,ERB1,genotype (per nutrient),C,genotypeWT,-0.18714817979319703,0.08393572941461463,-2.2296604925984163,0.03739266406618361,0.0738490622286247,NA
Q04660,ERB1,genotype (per nutrient),P,genotypeWT,0.06683951076747022,0.13305529859777718,0.5023438485491989,0.6209117824049466,0.604907004942476,NA
Q04660,ERB1,genotype (per nutrient),C,samplingTime,-0.01764098306085551,0.00343814144042506,-5.130964902559251,5.090049841005273e-5,1.862435968721139e-4,NA
Q04660,ERB1,genotype (per nutrient),P,samplingTime,-0.01246769917039319,0.00545015739027456,-2.2875851608691047,0.03318971146761566,0.06660882714524695,NA
Q04660,ERB1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00789376784757631,0.00486226625440609,1.6234750288351931,0.12014515290357596,0.1965663735241523,NA
Q04660,ERB1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00724657324431101,0.00770768649839425,-0.940174882024678,0.358345409375747,0.44990307334140667,NA
P32476,ERG1,genotype (per nutrient),C,genotypeWT,0.07987077414771543,0.5423480816450702,0.14726847360729747,0.884394596492195,0.6689364961886404,NA
P32476,ERG1,genotype (per nutrient),P,genotypeWT,-0.2619960062179683,0.6197469573550971,-0.4227467405989251,0.6769905842680437,0.6254361820912978,NA
P32476,ERG1,genotype (per nutrient),C,samplingTime,-0.0882476286718862,0.02221544302579542,-3.972355112136076,7.504960203710655e-4,0.00224729450908338,NA
P32476,ERG1,genotype (per nutrient),P,samplingTime,-0.0749370449412812,0.0253858245054924,-2.951924800593656,0.0078829462163348,0.0188154909499663,NA
P32476,ERG1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.0177446918294501,0.03141738082120665,-0.5648049380829504,0.5784871487959178,0.5882472267734895,NA
P32476,ERG1,genotype (per nutrient),P,samplingTime:genotypeWT,0.01026658303282463,0.03590097730769063,0.28596945829174825,0.7778425087966825,0.650693086188355,NA
P41338,ERG10,genotype (per nutrient),C,genotypeWT,0.1507328486683013,0.06673680768597495,2.2586164051712427,0.03523416715370828,0.0701113828076878,NA
P41338,ERG10,genotype (per nutrient),P,genotypeWT,0.01062204474886811,0.1393264819108762,0.07623851979312002,0.9399868303690412,0.6737751714744046,NA
P41338,ERG10,genotype (per nutrient),C,samplingTime,-3.303925138053631e-4,0.00273364615649455,-0.1208614776350704,0.9050067557400135,0.6713004266763067,NA
P41338,ERG10,genotype (per nutrient),P,samplingTime,-0.01666747906635929,0.00570703506775042,-2.9205145699112047,0.00845736075063463,0.02002787597191367,NA
P41338,ERG10,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00333556308668672,0.00386595946924368,-0.8628034290642158,0.3984739646095909,0.48087980911027073,NA
P41338,ERG10,genotype (per nutrient),P,samplingTime:genotypeWT,-8.816933507677032e-4,0.0080709663937515,-0.10924259967806396,0.9140987302438208,0.6718302060332567,NA
P07277,ERG12,genotype (per nutrient),C,genotypeWT,-0.03734329017627968,0.0768060605163613,-0.48620238982735975,0.6321084162729691,0.6092962873656341,NA
P07277,ERG12,genotype (per nutrient),P,genotypeWT,-0.0607447960743538,0.07909411770615832,-0.768006494490856,0.45145658285484713,0.518047204556845,NA
P07277,ERG12,genotype (per nutrient),C,samplingTime,0.01062718697101894,0.00314609882321601,3.377893565388892,0.00298988575329124,0.00786562202087028,NA
P07277,ERG12,genotype (per nutrient),P,samplingTime,-0.01142149186021354,0.00323982129750875,-3.5253462494971695,0.00212653829868528,0.0057968521277044,NA
P07277,ERG12,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01151402638060277,0.00444925562435812,-2.587854543031309,0.01758248822168581,0.03822291359557995,NA
P07277,ERG12,genotype (per nutrient),P,samplingTime:genotypeWT,-3.905528151257593e-4,0.00458179921860208,-0.0852400545052513,0.9329180809416197,0.6728433750495859,NA
P54839,ERG13,genotype (per nutrient),C,genotypeWT,-0.03500177517487679,0.1176463237208428,-0.29751694798326883,0.7691402155615618,0.6482890489524472,NA
P54839,ERG13,genotype (per nutrient),P,genotypeWT,-2.2038419138279265e-4,0.12168359740349828,-0.00181112488523828,0.9985728757550488,0.6761043256556276,NA
P54839,ERG13,genotype (per nutrient),C,samplingTime,-0.02668122665226853,0.00481898118619154,-5.536694504789051,2.0278097577251693e-5,7.795975688771921e-5,NA
P54839,ERG13,genotype (per nutrient),P,samplingTime,-0.01741628088081667,0.00498435435982668,-3.494189943875154,0.00228566005801134,0.0061884338737105,NA
P54839,ERG13,genotype (per nutrient),C,samplingTime:genotypeWT,0.00293724340750779,0.00681506855033286,0.430992496379855,0.6710833425485903,0.6235069184592418,NA
P54839,ERG13,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00495886525799456,0.00704894153534036,-0.7034907628518342,0.4898595593271702,0.5419032185554389,NA
P32352,ERG2,genotype (per nutrient),C,genotypeWT,0.2291347820050483,0.08302157949470294,2.759942455920968,0.0120790649619274,0.02743767377634125,NA
P32352,ERG2,genotype (per nutrient),P,genotypeWT,0.01506183818945582,0.17127137608721546,0.08794136261149664,0.9307978734086484,0.6726907306479467,NA
P32352,ERG2,genotype (per nutrient),C,samplingTime,-0.00281838404190371,0.00340069640069848,-0.8287667318155272,0.4170179129268864,0.49407712901528233,NA
P32352,ERG2,genotype (per nutrient),P,samplingTime,-0.03612920789589214,0.00701554891809341,-5.149876127684504,4.874625708364309e-5,1.7872776049334535e-4,NA
P32352,ERG2,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00799472688056936,0.00480931097138116,-1.662343509942214,0.1120379859810515,0.1855268331298611,NA
P32352,ERG2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00673274450868899,0.0099214844274596,-0.678602537545172,0.5051668824862839,0.5512721047957616,NA
P08524,ERG20,genotype (per nutrient),C,genotypeWT,0.07714827197861687,0.08010175204899635,0.9631283961357936,0.34698455096886827,0.440476272206724,NA
P08524,ERG20,genotype (per nutrient),P,genotypeWT,0.0965652207783069,0.11659215198164362,0.8282308812132588,0.41731417660307363,0.4942971836114392,NA
P08524,ERG20,genotype (per nutrient),C,samplingTime,0.01373396602896403,0.00328109560840196,4.185786599389302,4.5561031291312766e-4,0.00142365302801433,NA
P08524,ERG20,genotype (per nutrient),P,samplingTime,-0.02331825688101519,0.00477580062926848,-4.882585914099783,9.00714679662015e-5,3.191489892581011e-4,NA
P08524,ERG20,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00982587198752921,0.00464016990884485,-2.1175672832151333,0.04693612997095324,0.08967381011537745,NA
P08524,ERG20,genotype (per nutrient),P,samplingTime:genotypeWT,0.00298913584176367,0.00675400202110145,0.4425725417944421,0.6628243020672666,0.6207310317862534,NA
P53199,ERG26,genotype (per nutrient),C,genotypeWT,0.16252983296317253,0.09008648193830349,1.80415340310972,0.08629050535592073,0.14894033184788383,NA
P53199,ERG26,genotype (per nutrient),P,genotypeWT,-0.0948645789136571,0.11768223592910336,-0.8061078901560593,0.4296619326066887,0.5033965800524298,NA
P53199,ERG26,genotype (per nutrient),C,samplingTime,-0.00652469809981067,0.00369008608055601,-1.768169619183395,0.09228496636044066,0.15777263876649103,NA
P53199,ERG26,genotype (per nutrient),P,samplingTime,-0.02975888681921979,0.0048204522075587,-6.173463720386312,4.959266011244127e-6,2.0215169724273426e-5,NA
P53199,ERG26,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00473122299431897,0.00521856978144648,-0.906612959577513,0.3754054336973417,0.46354477748174217,NA
P53199,ERG26,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01213920086325551,0.00681714888870085,-1.7806858939777233,0.09016025132375946,0.15467593696611456,NA
Q12452,ERG27,genotype (per nutrient),C,genotypeWT,0.1595888295133775,0.1215773493347034,1.3126526477726388,0.20416440496338475,0.2995499573303778,NA
Q12452,ERG27,genotype (per nutrient),P,genotypeWT,-8.934204640365846e-5,0.1760346060117196,-5.075254714275355e-4,0.9996000815326264,0.6761612882085569,NA
Q12452,ERG27,genotype (per nutrient),C,samplingTime,-0.03607810671783033,0.00498000226935417,-7.244596441219917,5.208653758906072e-7,2.243405154470108e-6,NA
Q12452,ERG27,genotype (per nutrient),P,samplingTime,-0.02263724436138788,0.00721065841803968,-3.1394143293147607,0.00516162768352454,0.01287376579649204,NA
Q12452,ERG27,genotype (per nutrient),C,samplingTime:genotypeWT,-5.513901964992236e-4,0.00704278674996945,-0.07829147978981686,0.9383742064911438,0.6735542793021,NA
Q12452,ERG27,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00942861860023922,0.01019741092843145,-0.924609066596625,0.3661915402198447,0.45637008722155575,NA
P25087,ERG6,genotype (per nutrient),C,genotypeWT,0.05894117123542614,0.06573469958014815,0.896652325360689,0.38057095370300265,0.4672865571323699,NA
P25087,ERG6,genotype (per nutrient),P,genotypeWT,-0.01877265883282881,0.16834778579348317,-0.11151117161622633,0.912322541360468,0.6716267594727647,NA
P25087,ERG6,genotype (per nutrient),C,samplingTime,-0.00931529007129262,0.00269259820908934,-3.4595915721280632,0.00247611215234367,0.00663822825224594,NA
P25087,ERG6,genotype (per nutrient),P,samplingTime,-0.02509821472117712,0.00689579399353616,-3.6396410253414135,0.00163094422296906,0.00455398079033425,NA
P25087,ERG6,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00442468080466866,0.00380790890531565,-1.1619712852090616,0.25892656440866685,0.3573738176406024,NA
P25087,ERG6,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00220099824946149,0.00975212538898977,-0.22569421143276508,0.8237295942442758,0.6601028170298743,NA
P24521,ERG8,genotype (per nutrient),C,genotypeWT,-0.01470225963881546,0.078650511279423,-0.18693152021075235,0.853597567823803,0.6650210413084706,NA
P24521,ERG8,genotype (per nutrient),P,genotypeWT,-0.01638451424399262,0.08036799414648331,-0.20386864718969183,0.8405162653192801,0.663305680276723,NA
P24521,ERG8,genotype (per nutrient),C,samplingTime,-0.00847635963504383,0.0032216504702623,-2.6310612256933266,0.01601207059618127,0.03520484581642478,NA
P24521,ERG8,genotype (per nutrient),P,samplingTime,-0.0170612684625896,0.00329200130964432,-5.182643279213317,4.523065769874029e-5,1.6652214508387783e-4,NA
